xflr5 v6.49

 Calculated polar for: NACA 3623

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0030, 0.02272, 0.01344,-0.0701,0.7463,0.4122,-1.0769, 0.0000,24.4038
  0.000, 0.2369, 0.02110, 0.01190,-0.0704,0.6866,0.5080,-0.9030, 0.0000, 0.5443
  1.000, 0.3516, 0.02069, 0.01157,-0.0700,0.6513,0.5582,-1.0122, 0.0000, 0.4419
  2.000, 0.4495, 0.02078, 0.01172,-0.0669,0.6119,0.6086,-1.1196, 0.0000, 0.3888
  3.000, 0.5561, 0.02092, 0.01184,-0.0654,0.5743,0.6627,-1.2442, 0.0000, 0.3556
  4.000, 0.6583, 0.02131, 0.01219,-0.0631,0.5381,0.7215,-1.3784, 0.0000, 0.3323
  5.000, 0.7399, 0.02216, 0.01322,-0.0574,0.5026,0.7945,-1.5092, 0.0000, 0.3125
  6.000, 0.8240, 0.02327, 0.01460,-0.0524,0.4674,0.9247,-1.6564, 0.0000, 0.2969
  7.000, 0.9120, 0.02477, 0.01592,-0.0506,0.4330,1.0000,-1.8218, 0.0000, 0.2873
  8.000, 0.9795, 0.02673, 0.01765,-0.0451,0.4012,1.0000,-1.9853, 0.0000, 0.2763
  9.000, 1.0424, 0.02913, 0.01992,-0.0395,0.3707,1.0000,-2.1604, 0.0000, 0.2665
 10.000, 1.0995, 0.03205, 0.02272,-0.0338,0.3415,1.0000,-2.3436, 0.0000, 0.2576
 11.000, 1.1427, 0.03595, 0.02665,-0.0277,0.3134,1.0000,-2.5169, 0.0000, 0.2491
 12.000, 1.1780, 0.04079, 0.03160,-0.0220,0.2868,1.0000,-2.6968, 0.0000, 0.2415
 13.000, 1.2059, 0.04674, 0.03765,-0.0171,0.2619,1.0000,-2.8638, 0.0000, 0.2349
 14.000, 1.2244, 0.05415, 0.04518,-0.0132,0.2385,1.0000,-3.0320, 0.0000, 0.2292
 15.000, 1.2374, 0.06282, 0.05402,-0.0106,0.2172,1.0000,-3.1854, 0.0000, 0.2247


