xflr5 v6.49

 Calculated polar for: Aerofoil1751

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4439, 0.01363, 0.00510,-0.1422,0.6756,0.0589,-1.6159, 0.0000, 0.5722
 -1.000, 0.5487, 0.01307, 0.00436,-0.1406,0.6507,0.0963,-1.0099, 0.0000, 0.5062
  0.000, 0.6518, 0.01276, 0.00416,-0.1387,0.6296,0.1648,-0.8760, 0.0000, 0.4615
  1.000, 0.7545, 0.01261, 0.00428,-0.1369,0.6091,0.3107,-0.9594, 0.0000, 0.4289
  3.000, 0.9673, 0.01227, 0.00491,-0.1345,0.5631,1.0000,-1.2457, 0.0000, 0.3841
  4.000, 1.0608, 0.01285, 0.00532,-0.1307,0.5326,1.0000,-1.4116, 0.0000, 0.3670
  5.000, 1.1514, 0.01352, 0.00593,-0.1264,0.5022,1.0000,-1.5920, 0.0000, 0.3524
  6.000, 1.2354, 0.01429, 0.00673,-0.1210,0.4674,1.0000,-1.7836, 0.0000, 0.3392
  7.000, 1.3077, 0.01523, 0.00776,-0.1136,0.4193,1.0000,-1.9841, 0.0000, 0.3267
  8.000, 1.3507, 0.01673, 0.00915,-0.1009,0.3538,1.0000,-2.2585, 0.0000, 0.3131
  9.000, 1.3661, 0.01961, 0.01169,-0.0852,0.2696,1.0000,-2.7128, 0.0000, 0.2993
 10.000, 1.3720, 0.02380, 0.01563,-0.0711,0.2004,1.0000,-3.1393, 0.0000, 0.2872
 11.000, 1.3808, 0.02911, 0.02092,-0.0607,0.1521,1.0000,-3.5677, 0.0000, 0.2776
 12.000, 1.3740, 0.03704, 0.02863,-0.0524,0.0848,1.0000,-3.9166, 0.0000, 0.2701
 13.000, 1.3399, 0.04938, 0.04066,-0.0466,0.0179,1.0000,-4.1296, 0.0000, 0.2648
 14.000, 1.3430, 0.05984, 0.05162,-0.0446,0.0150,1.0000,-4.5019, 0.0000, 0.2612
 15.000, 1.3393, 0.07254, 0.06491,-0.0450,0.0133,1.0000,-4.8480, 0.0000, 0.2596


