xflr5 v6.49

 Calculated polar for: Aerofoil1471

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2675, 0.02034, 0.01223,-0.1188,0.8519,0.0461,-2.1898, 0.0000, 0.6983
 -1.000, 0.3580, 0.01919, 0.01095,-0.1141,0.8292,0.0668,-1.6239, 0.0000, 0.5700
  0.000, 0.4978, 0.01731, 0.00918,-0.1181,0.8211,0.1188,-0.9653, 0.0000, 0.4866
  1.000, 0.5897, 0.01686, 0.00903,-0.1135,0.7948,0.2073,-0.7559, 0.0000, 0.4403
  2.000, 0.7120, 0.01496, 0.00881,-0.1144,0.7691,1.0000,-0.9849, 0.0000, 0.4074
  3.000, 0.8527, 0.01345, 0.00678,-0.1168,0.6996,1.0000,-1.2867, 0.0000, 0.3824
  4.000, 0.9714, 0.01363, 0.00640,-0.1165,0.5988,1.0000,-1.5984, 0.0000, 0.3641
  5.000, 1.0252, 0.01548, 0.00723,-0.1045,0.4226,1.0000,-1.8513, 0.0000, 0.3448
  6.000, 1.0460, 0.01888, 0.00945,-0.0887,0.2374,1.0000,-2.0547, 0.0000, 0.3263
  7.000, 1.0962, 0.02168, 0.01185,-0.0790,0.1666,1.0000,-2.3247, 0.0000, 0.3123
  8.000, 1.1488, 0.02461, 0.01462,-0.0705,0.1315,1.0000,-2.6174, 0.0000, 0.3001
  9.000, 1.2029, 0.02774, 0.01778,-0.0629,0.1111,1.0000,-2.9274, 0.0000, 0.2895
 10.000, 1.2588, 0.03107, 0.02127,-0.0562,0.0968,1.0000,-3.2712, 0.0000, 0.2804
 11.000, 1.3114, 0.03508, 0.02550,-0.0500,0.0865,1.0000,-3.6399, 0.0000, 0.2722
 12.000, 1.3582, 0.03967, 0.03027,-0.0443,0.0777,1.0000,-4.0364, 0.0000, 0.2648
 13.000, 1.4071, 0.04483, 0.03591,-0.0395,0.0713,1.0000,-4.4450, 0.0000, 0.2584
 14.000, 1.4394, 0.05101, 0.04248,-0.0347,0.0653,1.0000,-4.8320, 0.0000, 0.2525
 15.000, 1.4643, 0.05911, 0.05111,-0.0311,0.0608,1.0000,-5.1960, 0.0000, 0.2476


