xflr5 v6.49

 Calculated polar for: Aerofoil1443

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3527, 0.01776, 0.00788,-0.1299,0.7158,0.0868,-1.4474, 0.0000, 0.6205
 -1.000, 0.4588, 0.01674, 0.00669,-0.1288,0.6941,0.1398,-0.9078, 0.0000, 0.5312
  0.000, 0.5634, 0.01638, 0.00647,-0.1275,0.6753,0.2428,-0.7776, 0.0000, 0.4756
  2.000, 0.7770, 0.01603, 0.00717,-0.1255,0.6393,1.0000,-0.9213, 0.0000, 0.4088
  3.000, 0.8799, 0.01693, 0.00791,-0.1237,0.6215,1.0000,-1.0007, 0.0000, 0.3869
  4.000, 0.9758, 0.01827, 0.00944,-0.1210,0.6047,1.0000,-1.1410, 0.0000, 0.3694
  5.000, 1.0748, 0.01935, 0.01081,-0.1187,0.5860,1.0000,-1.5106, 0.0000, 0.3546
  6.000, 1.1666, 0.01995, 0.01181,-0.1144,0.5531,1.0000,-2.2448, 0.0000, 0.3410
  8.000, 1.2864, 0.02128, 0.01290,-0.0934,0.3108,1.0000,-3.6264, 0.0000, 0.3129
  9.000, 1.2358, 0.02808, 0.01840,-0.0707,0.1210,1.0000,-3.8029, 0.0000, 0.2963
 10.000, 1.2090, 0.03686, 0.02660,-0.0587,0.0308,1.0000,-3.9962, 0.0000, 0.2861
 11.000, 1.2159, 0.04527, 0.03546,-0.0528,0.0238,1.0000,-4.3456, 0.0000, 0.2794
 12.000, 1.2181, 0.05544, 0.04612,-0.0493,0.0209,1.0000,-4.7119, 0.0000, 0.2749
 13.000, 1.2292, 0.06591, 0.05710,-0.0473,0.0197,1.0000,-5.0780, 0.0000, 0.2711
 14.000, 1.2660, 0.07497, 0.06669,-0.0453,0.0186,1.0000,-5.5464, 0.0000, 0.2666
 15.000, 1.2914, 0.08667, 0.07912,-0.0454,0.0172,1.0000,-5.9580, 0.0000, 0.2642


