xflr5 v6.49

 Calculated polar for: NACA 2518

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0203, 0.01448, 0.00627,-0.0600,0.7708,0.4387,-0.8622, 0.0000, 3.2942
 -1.000, 0.1260, 0.01407, 0.00598,-0.0580,0.7294,0.5102,-0.6850, 0.0000, 0.7161
  0.000, 0.2334, 0.01377, 0.00581,-0.0562,0.6871,0.5906,-0.7472, 0.0000, 0.4889
  1.000, 0.3368, 0.01368, 0.00591,-0.0536,0.6425,0.6800,-0.8522, 0.0000, 0.4041
  2.000, 0.4401, 0.01381, 0.00620,-0.0505,0.5968,0.7806,-0.9739, 0.0000, 0.3580
  3.000, 0.5492, 0.01431, 0.00679,-0.0486,0.5490,0.8809,-1.1201, 0.0000, 0.3305
  4.000, 0.6806, 0.01515, 0.00748,-0.0520,0.4980,0.9525,-1.3156, 0.0000, 0.3174
  5.000, 0.8291, 0.01618, 0.00827,-0.0601,0.4423,0.9962,-1.5743, 0.0000, 0.3126
  6.000, 0.8961, 0.01714, 0.00899,-0.0523,0.3948,1.0000,-1.7837, 0.0000, 0.2971
  7.000, 0.9540, 0.01829, 0.00999,-0.0426,0.3484,1.0000,-2.0088, 0.0000, 0.2821
  8.000, 1.0089, 0.01982, 0.01140,-0.0329,0.3035,1.0000,-2.2544, 0.0000, 0.2686
  9.000, 1.0608, 0.02191, 0.01335,-0.0239,0.2603,1.0000,-2.5257, 0.0000, 0.2570
 10.000, 1.1090, 0.02481, 0.01612,-0.0159,0.2199,1.0000,-2.8022, 0.0000, 0.2473
 11.000, 1.1555, 0.02841, 0.01980,-0.0094,0.1848,1.0000,-3.1013, 0.0000, 0.2394
 12.000, 1.1885, 0.03342, 0.02480,-0.0034,0.1555,1.0000,-3.3881, 0.0000, 0.2323
 13.000, 1.2180, 0.03946, 0.03103, 0.0011,0.1331,1.0000,-3.6658, 0.0000, 0.2266
 14.000, 1.2361, 0.04720, 0.03895, 0.0041,0.1145,1.0000,-3.9121, 0.0000, 0.2220
 15.000, 1.2445, 0.05687, 0.04880, 0.0054,0.1009,1.0000,-4.1592, 0.0000, 0.2188


