xflr5 v6.49

 Calculated polar for: Aerofoil1373

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3810, 0.01919, 0.01014,-0.1289,0.7678,0.0660,-1.7663, 0.0000, 0.5911
 -1.000, 0.4900, 0.01772, 0.00844,-0.1275,0.7410,0.1029,-1.2064, 0.0000, 0.5110
  0.000, 0.6011, 0.01701, 0.00776,-0.1265,0.7194,0.1794,-0.7682, 0.0000, 0.4597
  1.000, 0.7045, 0.01664, 0.00789,-0.1245,0.6947,0.3734,-0.8336, 0.0000, 0.4246
  3.000, 0.9222, 0.01709, 0.00891,-0.1217,0.6522,1.0000,-1.3307, 0.0000, 0.3774
  4.000, 1.0115, 0.01738, 0.00910,-0.1160,0.6023,1.0000,-1.6145, 0.0000, 0.3588
  5.000, 1.1033, 0.01765, 0.00915,-0.1106,0.5424,1.0000,-1.9310, 0.0000, 0.3431
  6.000, 1.1737, 0.01864, 0.01013,-0.1023,0.4535,1.0000,-2.2442, 0.0000, 0.3285
  7.000, 1.1798, 0.02221, 0.01235,-0.0844,0.2426,1.0000,-2.4472, 0.0000, 0.3116
  8.000, 1.1872, 0.02702, 0.01663,-0.0703,0.1586,1.0000,-2.6478, 0.0000, 0.2978
  9.000, 1.2126, 0.03193, 0.02148,-0.0610,0.1284,1.0000,-2.8993, 0.0000, 0.2874
 10.000, 1.2493, 0.03708, 0.02665,-0.0544,0.1088,1.0000,-3.1889, 0.0000, 0.2790
 11.000, 1.2976, 0.04213, 0.03196,-0.0497,0.0959,1.0000,-3.5303, 0.0000, 0.2720
 12.000, 1.3495, 0.04769, 0.03781,-0.0460,0.0850,1.0000,-3.9138, 0.0000, 0.2660
 13.000, 1.4017, 0.05392, 0.04424,-0.0431,0.0770,1.0000,-4.3163, 0.0000, 0.2608
 14.000, 1.4337, 0.06214, 0.05319,-0.0406,0.0702,1.0000,-4.6468, 0.0000, 0.2564
 15.000, 1.4536, 0.07197, 0.06357,-0.0394,0.0653,1.0000,-4.9642, 0.0000, 0.2532


