xflr5 v6.49

 Calculated polar for: Aerofoil1696

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4052, 0.01350, 0.00491,-0.1384,0.6871,0.0564,-1.7089, 0.0000, 0.5935
 -1.000, 0.5091, 0.01287, 0.00425,-0.1362,0.6636,0.0909,-1.1017, 0.0000, 0.5178
  0.000, 0.6140, 0.01262, 0.00407,-0.1343,0.6415,0.1554,-0.7762, 0.0000, 0.4677
  1.000, 0.7182, 0.01249, 0.00422,-0.1324,0.6219,0.2913,-0.8457, 0.0000, 0.4321
  3.000, 0.9490, 0.01230, 0.00511,-0.1331,0.5794,1.0000,-1.2364, 0.0000, 0.3858
  4.000, 1.0243, 0.01261, 0.00531,-0.1246,0.5334,1.0000,-1.4704, 0.0000, 0.3660
  5.000, 1.1048, 0.01316, 0.00585,-0.1175,0.4920,1.0000,-1.7378, 0.0000, 0.3495
  6.000, 1.1664, 0.01394, 0.00647,-0.1067,0.4224,1.0000,-2.0094, 0.0000, 0.3333
  7.000, 1.1886, 0.01622, 0.00796,-0.0893,0.2695,1.0000,-2.2311, 0.0000, 0.3157
  8.000, 1.2119, 0.01924, 0.01050,-0.0741,0.1712,1.0000,-2.4685, 0.0000, 0.3004
  9.000, 1.2422, 0.02222, 0.01341,-0.0615,0.1313,1.0000,-2.7908, 0.0000, 0.2874
 10.000, 1.2691, 0.02576, 0.01706,-0.0503,0.1093,1.0000,-3.1540, 0.0000, 0.2759
 11.000, 1.2929, 0.03021, 0.02174,-0.0411,0.0944,1.0000,-3.5152, 0.0000, 0.2665
 12.000, 1.3172, 0.03554, 0.02736,-0.0342,0.0833,1.0000,-3.9125, 0.0000, 0.2589
 13.000, 1.3366, 0.04196, 0.03403,-0.0289,0.0731,1.0000,-4.2994, 0.0000, 0.2527
 14.000, 1.3536, 0.04924, 0.04153,-0.0251,0.0637,1.0000,-4.6843, 0.0000, 0.2477
 15.000, 1.3730, 0.05693, 0.04968,-0.0227,0.0562,1.0000,-5.0907, 0.0000, 0.2436


