xflr5 v6.49

 Calculated polar for: NACA 2523

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0129, 0.02020, 0.01073,-0.0526,0.7145,0.4509,-1.0176, 0.0000,-4.0562
 -1.000, 0.0886, 0.01979, 0.01041,-0.0501,0.6801,0.5000,-0.8642, 0.0000, 0.8292
  0.000, 0.1863, 0.01961, 0.01036,-0.0469,0.6442,0.5531,-0.9019, 0.0000, 0.4988
  1.000, 0.2852, 0.01957, 0.01043,-0.0437,0.6089,0.6123,-1.0050, 0.0000, 0.3953
  2.000, 0.3840, 0.01970, 0.01067,-0.0405,0.5743,0.6786,-1.1181, 0.0000, 0.3446
  3.000, 0.4831, 0.02006, 0.01114,-0.0372,0.5404,0.7511,-1.2430, 0.0000, 0.3142
  4.000, 0.5823, 0.02076, 0.01188,-0.0338,0.5069,0.8291,-1.3812, 0.0000, 0.2938
  5.000, 0.6846, 0.02193, 0.01315,-0.0316,0.4723,0.9038,-1.5363, 0.0000, 0.2807
  6.000, 0.8110, 0.02345, 0.01460,-0.0354,0.4363,0.9636,-1.7317, 0.0000, 0.2772
  7.000, 0.9483, 0.02502, 0.01604,-0.0429,0.4004,1.0000,-1.9627, 0.0000, 0.2777
  8.000, 0.9451, 0.02614, 0.01702,-0.0243,0.3747,1.0000,-2.0621, 0.0000, 0.2560
  9.000, 0.9775, 0.02814, 0.01894,-0.0131,0.3475,1.0000,-2.2067, 0.0000, 0.2418
 10.000, 1.0188, 0.03093, 0.02167,-0.0050,0.3205,1.0000,-2.3776, 0.0000, 0.2314
 11.000, 1.0575, 0.03459, 0.02532, 0.0017,0.2944,1.0000,-2.5515, 0.0000, 0.2229
 12.000, 1.0892, 0.03932, 0.03012, 0.0074,0.2695,1.0000,-2.7254, 0.0000, 0.2157
 13.000, 1.1124, 0.04536, 0.03627, 0.0119,0.2462,1.0000,-2.8868, 0.0000, 0.2095
 14.000, 1.1267, 0.05308, 0.04415, 0.0150,0.2246,1.0000,-3.0425, 0.0000, 0.2045
 15.000, 1.1296, 0.06282, 0.05414, 0.0165,0.2044,1.0000,-3.1680, 0.0000, 0.2007


