xflr5 v6.49

 Calculated polar for: Aerofoil1368

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3719, 0.01919, 0.00963,-0.1206,0.6893,0.0715,-1.6835, 0.0000, 0.5763
 -1.000, 0.4776, 0.01793, 0.00820,-0.1192,0.6657,0.1114,-1.1174, 0.0000, 0.4998
  0.000, 0.5837, 0.01733, 0.00759,-0.1177,0.6440,0.1910,-0.8511, 0.0000, 0.4505
  1.000, 0.6894, 0.01679, 0.00754,-0.1164,0.6223,0.4231,-0.9632, 0.0000, 0.4164
  3.000, 0.9009, 0.01719, 0.00818,-0.1130,0.5747,1.0000,-1.2705, 0.0000, 0.3706
  4.000, 1.0028, 0.01779, 0.00854,-0.1106,0.5444,1.0000,-1.4473, 0.0000, 0.3543
  5.000, 1.0986, 0.01852, 0.00931,-0.1074,0.5103,1.0000,-1.6329, 0.0000, 0.3405
  6.000, 1.1913, 0.01936, 0.01023,-0.1038,0.4719,1.0000,-1.8358, 0.0000, 0.3286
  7.000, 1.2745, 0.02054, 0.01165,-0.0990,0.4247,1.0000,-2.0450, 0.0000, 0.3177
  8.000, 1.3435, 0.02215, 0.01323,-0.0921,0.3639,1.0000,-2.2485, 0.0000, 0.3070
  9.000, 1.3885, 0.02475, 0.01590,-0.0822,0.3068,1.0000,-2.6249, 0.0000, 0.2961
 10.000, 1.4125, 0.02841, 0.01957,-0.0707,0.2648,1.0000,-3.1034, 0.0000, 0.2855
 11.000, 1.4224, 0.03371, 0.02506,-0.0613,0.2226,1.0000,-3.5333, 0.0000, 0.2768
 12.000, 1.4264, 0.04095, 0.03251,-0.0550,0.1863,1.0000,-3.9331, 0.0000, 0.2704
 13.000, 1.4279, 0.05000, 0.04184,-0.0516,0.1562,1.0000,-4.3176, 0.0000, 0.2660
 14.000, 1.4229, 0.06145, 0.05373,-0.0509,0.1234,1.0000,-4.6538, 0.0000, 0.2636
 15.000, 1.3904, 0.07885, 0.07121,-0.0542,0.0675,1.0000,-4.8068, 0.0000, 0.2647


