xflr5 v6.49

 Calculated polar for: NACA 4420

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2219, 0.01446, 0.00558,-0.0949,0.6264,0.2765,-0.9519, 0.0000, 0.6852
 -1.000, 0.3238, 0.01425, 0.00543,-0.0929,0.5938,0.3400,-0.9551, 0.0000, 0.5377
  0.000, 0.4234, 0.01403, 0.00546,-0.0906,0.5641,0.4435,-1.0438, 0.0000, 0.4609
  1.000, 0.5200, 0.01387, 0.00577,-0.0874,0.5376,0.6187,-1.1362, 0.0000, 0.4125
  2.000, 0.6156, 0.01398, 0.00631,-0.0835,0.5146,0.7767,-1.2342, 0.0000, 0.3781
  3.000, 0.7254, 0.01455, 0.00708,-0.0822,0.4936,0.9155,-1.3494, 0.0000, 0.3541
  4.000, 0.8729, 0.01549, 0.00788,-0.0900,0.4723,0.9898,-1.5019, 0.0000, 0.3426
  5.000, 0.9647, 0.01630, 0.00844,-0.0871,0.4523,1.0000,-1.6262, 0.0000, 0.3282
  6.000, 1.0321, 0.01707, 0.00924,-0.0791,0.4335,1.0000,-1.7424, 0.0000, 0.3131
  7.000, 1.1041, 0.01815, 0.01029,-0.0725,0.4143,1.0000,-1.8759, 0.0000, 0.3006
  8.000, 1.1760, 0.01951, 0.01162,-0.0665,0.3938,1.0000,-2.0282, 0.0000, 0.2899
  9.000, 1.2421, 0.02125, 0.01336,-0.0604,0.3713,1.0000,-2.1988, 0.0000, 0.2802
 10.000, 1.3014, 0.02354, 0.01574,-0.0541,0.3474,1.0000,-2.3883, 0.0000, 0.2714
 11.000, 1.3520, 0.02663, 0.01891,-0.0479,0.3223,1.0000,-2.5924, 0.0000, 0.2633
 12.000, 1.3912, 0.03082, 0.02317,-0.0417,0.2961,1.0000,-2.8022, 0.0000, 0.2558
 13.000, 1.4207, 0.03635, 0.02885,-0.0363,0.2696,1.0000,-3.0121, 0.0000, 0.2492
 14.000, 1.4388, 0.04362, 0.03629,-0.0319,0.2426,1.0000,-3.2138, 0.0000, 0.2436
 15.000, 1.4441, 0.05294, 0.04576,-0.0286,0.2161,1.0000,-3.3973, 0.0000, 0.2388


