xflr5 v6.49

 Calculated polar for: Aerofoil5020

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4338, 0.00960, 0.00249,-0.1417,0.6497,0.0436,-1.6556, 0.0000, 0.5785
 -1.000, 0.5398, 0.00931, 0.00214,-0.1402,0.6254,0.0715,-1.0132, 0.0000, 0.5098
  0.000, 0.6464, 0.00914, 0.00205,-0.1389,0.6063,0.1210,-0.8304, 0.0000, 0.4636
  1.000, 0.7503, 0.00913, 0.00213,-0.1371,0.5825,0.2047,-0.9023, 0.0000, 0.4303
  2.000, 0.8552, 0.00893, 0.00241,-0.1357,0.5646,0.3933,-0.9948, 0.0000, 0.4052
  4.000, 1.0575, 0.00880, 0.00317,-0.1312,0.4946,1.0000,-1.3639, 0.0000, 0.3682
  5.000, 1.1494, 0.00946, 0.00369,-0.1271,0.4515,1.0000,-1.5852, 0.0000, 0.3536
  6.000, 1.2242, 0.01063, 0.00452,-0.1200,0.3701,1.0000,-1.8135, 0.0000, 0.3397
  7.000, 1.2712, 0.01260, 0.00597,-0.1079,0.2625,1.0000,-2.0212, 0.0000, 0.3252
  8.000, 1.3200, 0.01464, 0.00774,-0.0969,0.1913,1.0000,-2.4299, 0.0000, 0.3124
  9.000, 1.3629, 0.01696, 0.00990,-0.0860,0.1406,1.0000,-2.9591, 0.0000, 0.3006
 10.000, 1.4030, 0.01967, 0.01257,-0.0758,0.1089,1.0000,-3.5079, 0.0000, 0.2901
 11.000, 1.4378, 0.02309, 0.01603,-0.0666,0.0834,1.0000,-4.0609, 0.0000, 0.2807
 12.000, 1.4589, 0.02809, 0.02102,-0.0580,0.0538,1.0000,-4.5682, 0.0000, 0.2723
 13.000, 1.4573, 0.03593, 0.02877,-0.0501,0.0189,1.0000,-4.9985, 0.0000, 0.2651
 14.000, 1.4724, 0.04357, 0.03669,-0.0457,0.0141,1.0000,-5.5170, 0.0000, 0.2597
 15.000, 1.4805, 0.05299, 0.04645,-0.0430,0.0120,1.0000,-5.9987, 0.0000, 0.2557


