xflr5 v6.49

 Calculated polar for: NACA 2419

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0066, 0.01457, 0.00616,-0.0509,0.7076,0.4380,-0.9032, 0.0000, 8.2999
 -1.000, 0.1079, 0.01418, 0.00592,-0.0481,0.6622,0.5359,-0.7249, 0.0000, 0.7030
  0.000, 0.2097, 0.01404, 0.00596,-0.0453,0.6202,0.6357,-0.8065, 0.0000, 0.4633
  1.000, 0.3119, 0.01416, 0.00624,-0.0423,0.5799,0.7309,-0.9090, 0.0000, 0.3797
  2.000, 0.4172, 0.01457, 0.00670,-0.0398,0.5430,0.8179,-1.0254, 0.0000, 0.3376
  3.000, 0.5325, 0.01531, 0.00735,-0.0393,0.5082,0.8891,-1.1635, 0.0000, 0.3149
  4.000, 0.6598, 0.01620, 0.00819,-0.0420,0.4732,0.9458,-1.3339, 0.0000, 0.3037
  5.000, 0.8051, 0.01716, 0.00904,-0.0494,0.4356,0.9801,-1.5526, 0.0000, 0.3004
  6.000, 0.9350, 0.01811, 0.00986,-0.0545,0.3975,1.0000,-1.7983, 0.0000, 0.2962
  7.000, 0.9843, 0.01899, 0.01064,-0.0434,0.3653,1.0000,-1.9850, 0.0000, 0.2806
  8.000, 1.0302, 0.02012, 0.01177,-0.0319,0.3316,1.0000,-2.1899, 0.0000, 0.2660
  9.000, 1.0715, 0.02172, 0.01328,-0.0204,0.2974,1.0000,-2.4124, 0.0000, 0.2524
 10.000, 1.1175, 0.02413, 0.01562,-0.0116,0.2635,1.0000,-2.6536, 0.0000, 0.2421
 11.000, 1.1613, 0.02739, 0.01898,-0.0044,0.2300,1.0000,-2.9179, 0.0000, 0.2338
 12.000, 1.1923, 0.03211, 0.02368, 0.0021,0.1995,1.0000,-3.1594, 0.0000, 0.2263
 13.000, 1.2175, 0.03816, 0.02984, 0.0067,0.1737,1.0000,-3.4065, 0.0000, 0.2205
 14.000, 1.2322, 0.04601, 0.03789, 0.0097,0.1508,1.0000,-3.6361, 0.0000, 0.2159
 15.000, 1.2388, 0.05568, 0.04775, 0.0109,0.1329,1.0000,-3.8380, 0.0000, 0.2127


