xflr5 v6.49

 Calculated polar for: Aerofoil1165

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4051, 0.01612, 0.00701,-0.1325,0.6737,0.0614,-1.7213, 0.0000, 0.5797
 -1.000, 0.5133, 0.01528, 0.00600,-0.1315,0.6572,0.0985,-1.1201, 0.0000, 0.5069
  0.000, 0.6197, 0.01496, 0.00583,-0.1305,0.6428,0.1699,-0.8913, 0.0000, 0.4598
  1.000, 0.7243, 0.01470, 0.00603,-0.1291,0.6276,0.3361,-0.9561, 0.0000, 0.4262
  3.000, 0.9384, 0.01498, 0.00724,-0.1271,0.6013,1.0000,-1.1000, 0.0000, 0.3810
  4.000, 1.0415, 0.01581, 0.00804,-0.1254,0.5873,1.0000,-1.3206, 0.0000, 0.3648
  5.000, 1.1386, 0.01657, 0.00893,-0.1226,0.5651,1.0000,-1.6141, 0.0000, 0.3507
  6.000, 1.2324, 0.01683, 0.00927,-0.1187,0.5301,1.0000,-1.9469, 0.0000, 0.3380
  7.000, 1.3131, 0.01725, 0.00974,-0.1125,0.4741,1.0000,-2.3304, 0.0000, 0.3259
  8.000, 1.3426, 0.01914, 0.01117,-0.0981,0.3357,1.0000,-2.6749, 0.0000, 0.3117
  9.000, 1.2828, 0.02598, 0.01704,-0.0755,0.1796,1.0000,-2.7886, 0.0000, 0.2960
 10.000, 1.2771, 0.03318, 0.02413,-0.0656,0.1277,1.0000,-3.0388, 0.0000, 0.2869
 11.000, 1.2910, 0.04036, 0.03145,-0.0597,0.1028,1.0000,-3.3576, 0.0000, 0.2800
 12.000, 1.3122, 0.04780, 0.03908,-0.0556,0.0862,1.0000,-3.7235, 0.0000, 0.2743
 13.000, 1.3387, 0.05553, 0.04701,-0.0529,0.0727,1.0000,-4.1166, 0.0000, 0.2695
 14.000, 1.3668, 0.06378, 0.05549,-0.0513,0.0614,1.0000,-4.5233, 0.0000, 0.2656
 15.000, 1.3944, 0.07270, 0.06476,-0.0508,0.0523,1.0000,-4.9662, 0.0000, 0.2623


