xflr5 v6.49

 Calculated polar for: Aerofoil1812

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3949, 0.01338, 0.00493,-0.1296,0.7136,0.0972,-1.3277, 0.0000, 0.5801
 -1.000, 0.5006, 0.01295, 0.00429,-0.1282,0.6878,0.1194,-0.7404, 0.0000, 0.5064
  0.000, 0.6025, 0.01269, 0.00399,-0.1262,0.6631,0.1450,-0.8053, 0.0000, 0.4584
  1.000, 0.7057, 0.01263, 0.00398,-0.1246,0.6420,0.1811,-0.8758, 0.0000, 0.4243
  2.000, 0.8084, 0.01266, 0.00413,-0.1229,0.6190,0.2658,-0.9591, 0.0000, 0.3986
  3.000, 0.9195, 0.01176, 0.00472,-0.1229,0.5974,1.0000,-1.1282, 0.0000, 0.3792
  4.000, 1.0120, 0.01230, 0.00512,-0.1189,0.5631,1.0000,-1.3150, 0.0000, 0.3619
  5.000, 1.1015, 0.01293, 0.00573,-0.1146,0.5276,1.0000,-1.5271, 0.0000, 0.3471
  6.000, 1.1850, 0.01367, 0.00654,-0.1091,0.4861,1.0000,-1.7593, 0.0000, 0.3339
  7.000, 1.2523, 0.01469, 0.00753,-0.1007,0.4239,1.0000,-1.9933, 0.0000, 0.3209
  8.000, 1.2769, 0.01670, 0.00917,-0.0849,0.3219,1.0000,-2.3810, 0.0000, 0.3056
  9.000, 1.2914, 0.01993, 0.01210,-0.0698,0.2351,1.0000,-2.8169, 0.0000, 0.2917
 10.000, 1.3096, 0.02388, 0.01600,-0.0578,0.1807,1.0000,-3.2800, 0.0000, 0.2803
 11.000, 1.3293, 0.02866, 0.02085,-0.0486,0.1386,1.0000,-3.7963, 0.0000, 0.2710
 12.000, 1.3483, 0.03445, 0.02676,-0.0416,0.1073,1.0000,-4.3228, 0.0000, 0.2635
 13.000, 1.3636, 0.04148, 0.03394,-0.0365,0.0720,1.0000,-4.8314, 0.0000, 0.2574
 14.000, 1.3569, 0.05183, 0.04417,-0.0327,0.0279,1.0000,-5.1975, 0.0000, 0.2529
 15.000, 1.3509, 0.06375, 0.05644,-0.0316,0.0196,1.0000,-5.7570, 0.0000, 0.2501


