xflr5 v6.49

 Calculated polar for: NACA 1612

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1123, 0.01237, 0.00512,-0.0347,0.9290,0.5494,-0.7766, 0.0000,-0.0675
 -1.000, 0.0061, 0.01166, 0.00480,-0.0348,0.8927,0.6658,-0.5395, 0.0000, 6.0174
  0.000, 0.1225, 0.01107, 0.00456,-0.0337,0.8473,0.7793,-0.4609, 0.0000, 0.5240
  1.000, 0.2446, 0.01080, 0.00445,-0.0331,0.7840,0.8895,-0.5986, 0.0000, 0.3825
  2.000, 0.3859, 0.01099, 0.00439,-0.0374,0.6846,0.9674,-0.8233, 0.0000, 0.3435
  3.000, 0.5168, 0.01168, 0.00452,-0.0412,0.5532,1.0000,-1.1387, 0.0000, 0.3255
  5.000, 0.6865, 0.01429, 0.00602,-0.0310,0.3007,1.0000,-1.8788, 0.0000, 0.2893
  6.000, 0.7714, 0.01627, 0.00749,-0.0266,0.1839,1.0000,-2.3467, 0.0000, 0.2777
  7.000, 0.8555, 0.01865, 0.00954,-0.0225,0.1092,1.0000,-2.8690, 0.0000, 0.2685
  8.000, 0.9365, 0.02135, 0.01221,-0.0180,0.0735,1.0000,-3.4499, 0.0000, 0.2604
  9.000, 1.0118, 0.02444, 0.01551,-0.0130,0.0558,1.0000,-4.0428, 0.0000, 0.2528
 10.000, 1.0757, 0.02835, 0.01968,-0.0069,0.0456,1.0000,-4.6338, 0.0000, 0.2452
 11.000, 1.1266, 0.03250, 0.02419, 0.0002,0.0384,1.0000,-5.2437, 0.0000, 0.2372
 12.000, 1.1625, 0.03869, 0.03093, 0.0073,0.0343,1.0000,-5.7501, 0.0000, 0.2297
 13.000, 1.1808, 0.04595, 0.03873, 0.0124,0.0306,1.0000,-6.2094, 0.0000, 0.2238
 14.000, 1.1731, 0.05734, 0.05067, 0.0139,0.0285,1.0000,-6.4851, 0.0000, 0.2206
 15.000, 1.1241, 0.07692, 0.07120, 0.0072,0.0275,1.0000,-6.3961, 0.0000, 0.2240


