xflr5 v6.49

 Calculated polar for: Aerofoil1149

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3815, 0.01361, 0.00568,-0.1439,0.8022,0.0553,-1.7626, 0.0000, 0.6300
 -1.000, 0.5093, 0.01265, 0.00460,-0.1472,0.7790,0.0932,-1.0781, 0.0000, 0.5398
  0.000, 0.6374, 0.01217, 0.00413,-0.1508,0.7538,0.1674,-0.7992, 0.0000, 0.4858
  1.000, 0.7435, 0.01189, 0.00416,-0.1497,0.7251,0.3209,-0.8621, 0.0000, 0.4494
  3.000, 0.9605, 0.01174, 0.00504,-0.1485,0.6744,1.0000,-1.0292, 0.0000, 0.4003
  4.000, 1.0593, 0.01239, 0.00559,-0.1458,0.6489,1.0000,-1.2607, 0.0000, 0.3822
  5.000, 1.1168, 0.01296, 0.00608,-0.1341,0.5982,1.0000,-1.4798, 0.0000, 0.3634
  6.000, 1.1794, 0.01383, 0.00680,-0.1240,0.5431,1.0000,-1.7352, 0.0000, 0.3472
  7.000, 1.2285, 0.01505, 0.00799,-0.1118,0.4741,1.0000,-2.1489, 0.0000, 0.3318
  8.000, 1.2285, 0.01812, 0.01035,-0.0923,0.3175,1.0000,-2.4652, 0.0000, 0.3145
  9.000, 1.2211, 0.02304, 0.01459,-0.0751,0.1834,1.0000,-2.7780, 0.0000, 0.2994
 10.000, 1.2425, 0.02759, 0.01903,-0.0642,0.1298,1.0000,-3.2034, 0.0000, 0.2881
 11.000, 1.2693, 0.03246, 0.02393,-0.0557,0.0948,1.0000,-3.6651, 0.0000, 0.2787
 12.000, 1.2996, 0.03770, 0.02935,-0.0490,0.0724,1.0000,-4.1523, 0.0000, 0.2707
 13.000, 1.3267, 0.04383, 0.03567,-0.0434,0.0530,1.0000,-4.6718, 0.0000, 0.2639
 14.000, 1.3484, 0.05109, 0.04318,-0.0390,0.0372,1.0000,-5.1658, 0.0000, 0.2582
 15.000, 1.3607, 0.06015, 0.05257,-0.0358,0.0287,1.0000,-5.6023, 0.0000, 0.2536


