xflr5 v6.49

 Calculated polar for: Aerofoil1780

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4069, 0.04611, 0.04030,-0.1417,0.7619,0.0715,-1.0282, 0.0000, 0.5990
 -1.000, 0.5544, 0.03358, 0.02709,-0.1596,0.7353,0.0508,-1.1303, 0.0000, 0.5375
  0.000, 0.7184, 0.02358, 0.01562,-0.1743,0.7121,0.0512,-1.1961, 0.0000, 0.4912
  1.000, 0.8479, 0.02025, 0.01121,-0.1773,0.6887,0.0626,-0.9408, 0.0000, 0.4566
  2.000, 0.9547, 0.01923, 0.01000,-0.1754,0.6633,0.0835,-1.0734, 0.0000, 0.4301
  3.000, 1.0619, 0.01909, 0.01002,-0.1735,0.6398,0.1484,-1.2540, 0.0000, 0.4086
  4.000, 1.1603, 0.01812, 0.01032,-0.1695,0.6081,1.0000,-1.4593, 0.0000, 0.3901
  5.000, 1.2574, 0.01880, 0.01070,-0.1650,0.5653,1.0000,-1.6922, 0.0000, 0.3740
  6.000, 1.3505, 0.01968, 0.01147,-0.1601,0.5206,1.0000,-1.9500, 0.0000, 0.3600
  7.000, 1.4334, 0.02081, 0.01253,-0.1536,0.4601,1.0000,-2.2896, 0.0000, 0.3472
  8.000, 1.4909, 0.02288, 0.01420,-0.1433,0.3587,1.0000,-2.7287, 0.0000, 0.3346
  9.000, 1.5078, 0.02693, 0.01769,-0.1282,0.2627,1.0000,-3.0817, 0.0000, 0.3221
 10.000, 1.5256, 0.03217, 0.02274,-0.1163,0.2084,1.0000,-3.4540, 0.0000, 0.3117
 11.000, 1.5508, 0.03824, 0.02886,-0.1076,0.1759,1.0000,-3.8553, 0.0000, 0.3032
 12.000, 1.5787, 0.04514, 0.03591,-0.1013,0.1513,1.0000,-4.2736, 0.0000, 0.2962
 13.000, 1.5991, 0.05343, 0.04447,-0.0966,0.1278,1.0000,-4.6743, 0.0000, 0.2906
 14.000, 1.6098, 0.06367, 0.05509,-0.0940,0.1052,1.0000,-5.0405, 0.0000, 0.2865
 15.000, 1.6168, 0.07577, 0.06761,-0.0935,0.0875,1.0000,-5.3783, 0.0000, 0.2838


