xflr5 v6.49

 Calculated polar for: NACA 3521

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0743, 0.02024, 0.01092,-0.0759,0.7366,0.4091,-0.9721, 0.0000, 1.3038
 -1.000, 0.1886, 0.01963, 0.01031,-0.0757,0.7079,0.4696,-0.8056, 0.0000, 0.6557
  0.000, 0.2985, 0.01920, 0.01003,-0.0745,0.6771,0.5369,-0.9008, 0.0000, 0.4972
  1.000, 0.4040, 0.01903, 0.01001,-0.0725,0.6448,0.6132,-1.0019, 0.0000, 0.4236
  2.000, 0.5052, 0.01908, 0.01026,-0.0695,0.6117,0.7041,-1.1102, 0.0000, 0.3795
  3.000, 0.6021, 0.01939, 0.01083,-0.0653,0.5781,0.8173,-1.2269, 0.0000, 0.3486
  4.000, 0.7264, 0.02021, 0.01172,-0.0669,0.5425,0.9347,-1.3770, 0.0000, 0.3309
  5.000, 0.8689, 0.02128, 0.01264,-0.0743,0.5045,1.0000,-1.5636, 0.0000, 0.3231
  6.000, 0.9152, 0.02220, 0.01333,-0.0629,0.4723,1.0000,-1.6855, 0.0000, 0.3048
  7.000, 0.9698, 0.02354, 0.01453,-0.0535,0.4398,1.0000,-1.8327, 0.0000, 0.2895
  8.000, 1.0286, 0.02536, 0.01627,-0.0457,0.4068,1.0000,-2.0008, 0.0000, 0.2771
  9.000, 1.0842, 0.02772, 0.01859,-0.0384,0.3741,1.0000,-2.1845, 0.0000, 0.2665
 10.000, 1.1335, 0.03074, 0.02162,-0.0315,0.3420,1.0000,-2.3781, 0.0000, 0.2570
 11.000, 1.1748, 0.03462, 0.02553,-0.0249,0.3108,1.0000,-2.5754, 0.0000, 0.2486
 12.000, 1.2068, 0.03959, 0.03055,-0.0189,0.2810,1.0000,-2.7692, 0.0000, 0.2410
 13.000, 1.2299, 0.04584, 0.03690,-0.0138,0.2530,1.0000,-2.9586, 0.0000, 0.2345
 14.000, 1.2447, 0.05364, 0.04484,-0.0101,0.2271,1.0000,-3.1377, 0.0000, 0.2291
 15.000, 1.2504, 0.06320, 0.05460,-0.0079,0.2034,1.0000,-3.2969, 0.0000, 0.2250


