xflr5 v6.49

 Calculated polar for: Aerofoil1771

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1866, 0.02691, 0.01822,-0.1072,0.8551,0.0494,-2.2906, 0.0000, 0.8305
 -1.000, 0.2852, 0.02491, 0.01585,-0.1045,0.8339,0.0689,-1.7692, 0.0000, 0.6182
  0.000, 0.4198, 0.02292, 0.01385,-0.1075,0.8216,0.1156,-1.1354, 0.0000, 0.5055
  1.000, 0.5142, 0.02243, 0.01361,-0.1036,0.7950,0.1992,-0.6803, 0.0000, 0.4496
  3.000, 0.7549, 0.01920, 0.01170,-0.1029,0.7337,1.0000,-1.1479, 0.0000, 0.3817
  4.000, 0.8794, 0.01779, 0.01001,-0.1018,0.6688,1.0000,-1.4554, 0.0000, 0.3600
  5.000, 1.0008, 0.01752, 0.00919,-0.1010,0.5491,1.0000,-1.7978, 0.0000, 0.3439
  6.000, 1.0464, 0.02026, 0.01054,-0.0887,0.3256,1.0000,-2.0418, 0.0000, 0.3263
  7.000, 1.0831, 0.02398, 0.01340,-0.0772,0.2018,1.0000,-2.2809, 0.0000, 0.3115
  8.000, 1.1339, 0.02737, 0.01655,-0.0686,0.1548,1.0000,-2.5614, 0.0000, 0.2993
  9.000, 1.1887, 0.03095, 0.02009,-0.0613,0.1284,1.0000,-2.8619, 0.0000, 0.2889
 10.000, 1.2462, 0.03487, 0.02408,-0.0552,0.1104,1.0000,-3.1981, 0.0000, 0.2800
 11.000, 1.3076, 0.03894, 0.02851,-0.0500,0.0976,1.0000,-3.5763, 0.0000, 0.2723
 12.000, 1.3650, 0.04398, 0.03388,-0.0453,0.0875,1.0000,-3.9827, 0.0000, 0.2656
 13.000, 1.4101, 0.04976, 0.04012,-0.0403,0.0797,1.0000,-4.3703, 0.0000, 0.2591
 14.000, 1.4395, 0.05756, 0.04857,-0.0356,0.0735,1.0000,-4.7118, 0.0000, 0.2534
 15.000, 1.4359, 0.06813, 0.05999,-0.0314,0.0683,1.0000,-4.9394, 0.0000, 0.2485


