xflr5 v6.49

 Calculated polar for: NACA 5913

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2182, 0.02965, 0.02238,-0.1622,0.9655,0.3777,-0.8131, 0.0000, 0.9993
 -1.000, 0.3569, 0.02865, 0.02171,-0.1683,0.9429,0.4706,-0.5343, 0.0000, 0.7225
  0.000, 0.4640, 0.02686, 0.02027,-0.1674,0.8969,0.5492,-0.5830, 0.0000, 0.6092
  1.000, 0.5955, 0.02552, 0.01921,-0.1700,0.8627,0.6213,-0.6954, 0.0000, 0.5323
  2.000, 0.7233, 0.02344, 0.01736,-0.1707,0.8173,0.6772,-0.8412, 0.0000, 0.4817
  3.000, 0.8991, 0.02050, 0.01423,-0.1814,0.7355,0.7248,-1.1197, 0.0000, 0.4465
  4.000, 1.0230, 0.02046, 0.01365,-0.1821,0.6055,0.7576,-1.4570, 0.0000, 0.4218
  5.000, 1.0877, 0.02189, 0.01464,-0.1710,0.4822,0.7807,-1.7746, 0.0000, 0.3998
  6.000, 1.1521, 0.02393, 0.01624,-0.1610,0.3581,0.8037,-2.1383, 0.0000, 0.3811
  7.000, 1.2199, 0.02670, 0.01853,-0.1529,0.2369,0.8263,-2.5730, 0.0000, 0.3654
  8.000, 1.2745, 0.02973, 0.02128,-0.1426,0.1483,0.8462,-3.0050, 0.0000, 0.3507
  9.000, 1.3274, 0.03311, 0.02462,-0.1329,0.0983,0.8629,-3.4872, 0.0000, 0.3374
 10.000, 1.3777, 0.03761, 0.02926,-0.1241,0.0710,0.8783,-3.9762, 0.0000, 0.3258
 11.000, 1.4116, 0.04227, 0.03431,-0.1132,0.0577,0.8911,-4.4310, 0.0000, 0.3144
 12.000, 1.4382, 0.04892, 0.04137,-0.1040,0.0483,0.9025,-4.9073, 0.0000, 0.3048
 13.000, 1.4545, 0.05665, 0.04956,-0.0960,0.0423,0.9128,-5.3467, 0.0000, 0.2966
 14.000, 1.4622, 0.06664, 0.06011,-0.0906,0.0376,0.9207,-5.7310, 0.0000, 0.2906
 15.000, 1.4629, 0.07820, 0.07229,-0.0882,0.0337,0.9280,-6.0730, 0.0000, 0.2869


