xflr5 v6.49

 Calculated polar for: Aerofoil5035

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3696, 0.00865, 0.00229,-0.1329,0.6093,0.0258,-2.2570, 0.0000, 0.6119
 -1.000, 0.4742, 0.00836, 0.00191,-0.1306,0.5866,0.0304,-1.6934, 0.0000, 0.5256
  0.000, 0.5806, 0.00814, 0.00169,-0.1287,0.5695,0.0381,-1.1707, 0.0000, 0.4703
  1.000, 0.6835, 0.00810, 0.00163,-0.1261,0.5457,0.0550,-0.8806, 0.0000, 0.4319
  2.000, 0.7855, 0.00809, 0.00170,-0.1234,0.5178,0.1001,-0.9674, 0.0000, 0.4034
  3.000, 0.8824, 0.00815, 0.00194,-0.1198,0.4796,0.2227,-1.1290, 0.0000, 0.3810
  4.000, 0.9754, 0.00823, 0.00236,-0.1156,0.4403,0.4348,-1.3162, 0.0000, 0.3626
  6.000, 1.1879, 0.01029, 0.00450,-0.1146,0.2417,1.0000,-1.8093, 0.0000, 0.3382
  7.000, 1.2392, 0.01166, 0.00555,-0.1024,0.1786,1.0000,-2.0228, 0.0000, 0.3231
  8.000, 1.2920, 0.01315, 0.00680,-0.0912,0.1339,1.0000,-2.4204, 0.0000, 0.3097
  9.000, 1.3490, 0.01463, 0.00821,-0.0815,0.1082,1.0000,-2.9168, 0.0000, 0.2982
 10.000, 1.4002, 0.01660, 0.01012,-0.0719,0.0851,1.0000,-3.4238, 0.0000, 0.2876
 11.000, 1.4449, 0.01929, 0.01274,-0.0626,0.0638,1.0000,-3.9324, 0.0000, 0.2780
 12.000, 1.4781, 0.02322, 0.01662,-0.0538,0.0403,1.0000,-4.4397, 0.0000, 0.2693
 13.000, 1.4948, 0.02910, 0.02246,-0.0455,0.0177,1.0000,-4.9009, 0.0000, 0.2616
 14.000, 1.5217, 0.03473, 0.02825,-0.0396,0.0139,1.0000,-5.4181, 0.0000, 0.2552
 15.000, 1.5404, 0.04157, 0.03530,-0.0345,0.0119,1.0000,-5.9068, 0.0000, 0.2496


