xflr5 v6.49

 Calculated polar for: Aerofoil1349

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3589, 0.01351, 0.00513,-0.1241,0.6799,0.0510,-1.8664, 0.0000, 0.5974
 -1.000, 0.4681, 0.01293, 0.00435,-0.1228,0.6445,0.0812,-1.2165, 0.0000, 0.5122
  0.000, 0.5718, 0.01266, 0.00405,-0.1203,0.6096,0.1382,-0.8318, 0.0000, 0.4590
  1.000, 0.6680, 0.01249, 0.00401,-0.1163,0.5702,0.2476,-0.9764, 0.0000, 0.4215
  2.000, 0.7973, 0.01163, 0.00446,-0.1196,0.5274,1.0000,-1.1714, 0.0000, 0.3963
  3.000, 0.8842, 0.01217, 0.00465,-0.1135,0.4825,1.0000,-1.3493, 0.0000, 0.3735
  4.000, 0.9647, 0.01286, 0.00502,-0.1063,0.4277,1.0000,-1.5370, 0.0000, 0.3541
  5.000, 1.0379, 0.01386, 0.00566,-0.0979,0.3550,1.0000,-1.7338, 0.0000, 0.3371
  6.000, 1.1057, 0.01529, 0.00674,-0.0891,0.2835,1.0000,-1.9441, 0.0000, 0.3221
  7.000, 1.1685, 0.01696, 0.00818,-0.0798,0.2338,1.0000,-2.1581, 0.0000, 0.3085
  8.000, 1.2295, 0.01867, 0.00988,-0.0705,0.2025,1.0000,-2.3912, 0.0000, 0.2962
  9.000, 1.2833, 0.02069, 0.01195,-0.0608,0.1777,1.0000,-2.6226, 0.0000, 0.2848
 10.000, 1.3360, 0.02279, 0.01430,-0.0515,0.1613,1.0000,-2.8663, 0.0000, 0.2744
 11.000, 1.3764, 0.02559, 0.01735,-0.0415,0.1469,1.0000,-3.1484, 0.0000, 0.2644
 12.000, 1.4064, 0.02917, 0.02120,-0.0319,0.1347,1.0000,-3.5914, 0.0000, 0.2553
 13.000, 1.4324, 0.03373, 0.02615,-0.0242,0.1247,1.0000,-4.0573, 0.0000, 0.2477
 14.000, 1.4427, 0.04009, 0.03279,-0.0184,0.1118,1.0000,-4.4714, 0.0000, 0.2415
 15.000, 1.4566, 0.04720, 0.04039,-0.0149,0.1015,1.0000,-4.9009, 0.0000, 0.2369


