xflr5 v6.49

 Calculated polar for: NACA 5718

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1699, 0.02967, 0.02072,-0.1371,0.8436,0.3555,-0.9869, 0.0000, 1.0695
 -1.000, 0.2837, 0.02913, 0.02039,-0.1376,0.8176,0.4164,-0.7653, 0.0000, 0.7376
  0.000, 0.3973, 0.02851, 0.01995,-0.1376,0.7892,0.4797,-0.7636, 0.0000, 0.5945
  1.000, 0.5104, 0.02776, 0.01939,-0.1369,0.7584,0.5447,-0.8592, 0.0000, 0.5138
  2.000, 0.6201, 0.02692, 0.01881,-0.1350,0.7240,0.6047,-0.9649, 0.0000, 0.4613
  3.000, 0.7455, 0.02558, 0.01752,-0.1354,0.6878,0.6636,-1.0964, 0.0000, 0.4237
  4.000, 0.8864, 0.02397, 0.01581,-0.1383,0.6442,0.7186,-1.2639, 0.0000, 0.3969
  5.000, 1.0181, 0.02339, 0.01506,-0.1406,0.5914,0.7672,-1.4583, 0.0000, 0.3777
  6.000, 1.1154, 0.02418, 0.01576,-0.1376,0.5353,0.8173,-1.6611, 0.0000, 0.3616
  7.000, 1.1860, 0.02529, 0.01702,-0.1300,0.4821,0.8983,-1.8715, 0.0000, 0.3464
  8.000, 1.2593, 0.02733, 0.01882,-0.1246,0.4281,1.0000,-2.1191, 0.0000, 0.3342
  9.000, 1.3206, 0.03036, 0.02179,-0.1180,0.3744,1.0000,-2.3796, 0.0000, 0.3230
 10.000, 1.3718, 0.03403, 0.02538,-0.1104,0.3236,1.0000,-2.6515, 0.0000, 0.3124
 11.000, 1.4093, 0.03868, 0.02992,-0.1019,0.2754,1.0000,-2.9209, 0.0000, 0.3024
 12.000, 1.4400, 0.04439, 0.03573,-0.0939,0.2322,1.0000,-3.1866, 0.0000, 0.2934
 13.000, 1.4574, 0.05170, 0.04308,-0.0863,0.1949,1.0000,-3.4449, 0.0000, 0.2855
 14.000, 1.4654, 0.06078, 0.05224,-0.0801,0.1650,1.0000,-3.6790, 0.0000, 0.2788
 15.000, 1.4686, 0.07134, 0.06303,-0.0760,0.1413,1.0000,-3.9049, 0.0000, 0.2737


