xflr5 v6.49

 Calculated polar for: NACA 4824

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1694, 0.01669, 0.00898,-0.1235,0.7391,0.3674,-1.0268, 0.0000, 0.9932
 -1.000, 0.3154, 0.01610, 0.00826,-0.1303,0.6904,0.4068,-0.9078, 0.0000, 0.6637
  0.000, 0.4383, 0.01621, 0.00824,-0.1326,0.6425,0.4456,-1.0165, 0.0000, 0.5482
  1.000, 0.5489, 0.01664, 0.00858,-0.1326,0.5982,0.4851,-1.1273, 0.0000, 0.4840
  2.000, 0.6526, 0.01729, 0.00917,-0.1313,0.5568,0.5254,-1.2451, 0.0000, 0.4413
  3.000, 0.7507, 0.01814, 0.00998,-0.1290,0.5176,0.5655,-1.3700, 0.0000, 0.4100
  4.000, 0.8433, 0.01917, 0.01105,-0.1256,0.4806,0.6064,-1.5031, 0.0000, 0.3854
  5.000, 0.9319, 0.02038, 0.01232,-0.1217,0.4462,0.6466,-1.6465, 0.0000, 0.3654
  6.000, 1.0146, 0.02186, 0.01384,-0.1168,0.4137,0.6843,-1.7994, 0.0000, 0.3483
  7.000, 1.0898, 0.02365, 0.01564,-0.1110,0.3825,0.7168,-1.9606, 0.0000, 0.3333
  8.000, 1.1614, 0.02577, 0.01772,-0.1051,0.3518,0.7472,-2.1341, 0.0000, 0.3203
  9.000, 1.2232, 0.02833, 0.02033,-0.0980,0.3231,0.7754,-2.3130, 0.0000, 0.3082
 10.000, 1.2821, 0.03121, 0.02332,-0.0913,0.2966,0.7984,-2.5036, 0.0000, 0.2975
 11.000, 1.3363, 0.03485, 0.02705,-0.0851,0.2713,0.8201,-2.7021, 0.0000, 0.2881
 12.000, 1.3773, 0.03946, 0.03178,-0.0782,0.2480,0.8408,-2.8934, 0.0000, 0.2793
 13.000, 1.4080, 0.04536, 0.03776,-0.0719,0.2258,0.8600,-3.0769, 0.0000, 0.2714
 14.000, 1.4366, 0.05237, 0.04494,-0.0674,0.2054,0.8776,-3.2674, 0.0000, 0.2651
 15.000, 1.4553, 0.06048, 0.05331,-0.0633,0.1875,0.8979,-3.4406, 0.0000, 0.2594


