xflr5 v6.49

 Calculated polar for: NACA 4420

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2145, 0.01628, 0.00697,-0.0941,0.6520,0.3002,-0.9568, 0.0000, 0.6972
 -1.000, 0.3154, 0.01592, 0.00674,-0.0920,0.6180,0.3728,-0.9470, 0.0000, 0.5426
  0.000, 0.4134, 0.01559, 0.00680,-0.0892,0.5870,0.5074,-1.0345, 0.0000, 0.4628
  1.000, 0.5103, 0.01552, 0.00720,-0.0856,0.5607,0.6850,-1.1267, 0.0000, 0.4123
  2.000, 0.6128, 0.01590, 0.00780,-0.0825,0.5367,0.8432,-1.2290, 0.0000, 0.3771
  3.000, 0.7482, 0.01674, 0.00855,-0.0867,0.5125,0.9527,-1.3616, 0.0000, 0.3569
  4.000, 0.8912, 0.01767, 0.00936,-0.0942,0.4895,1.0000,-1.5109, 0.0000, 0.3453
  5.000, 0.9578, 0.01849, 0.01003,-0.0863,0.4700,1.0000,-1.6152, 0.0000, 0.3281
  6.000, 1.0361, 0.01950, 0.01084,-0.0806,0.4505,1.0000,-1.7405, 0.0000, 0.3143
  7.000, 1.1028, 0.02066, 0.01205,-0.0731,0.4301,1.0000,-1.8691, 0.0000, 0.3012
  8.000, 1.1681, 0.02218, 0.01365,-0.0660,0.4093,1.0000,-2.0133, 0.0000, 0.2898
  9.000, 1.2325, 0.02401, 0.01555,-0.0596,0.3877,1.0000,-2.1801, 0.0000, 0.2800
 10.000, 1.2887, 0.02636, 0.01798,-0.0528,0.3647,1.0000,-2.3635, 0.0000, 0.2709
 11.000, 1.3352, 0.02950, 0.02122,-0.0461,0.3404,1.0000,-2.5584, 0.0000, 0.2624
 12.000, 1.3697, 0.03383, 0.02570,-0.0395,0.3147,1.0000,-2.7571, 0.0000, 0.2547
 13.000, 1.3921, 0.03968, 0.03174,-0.0336,0.2881,1.0000,-2.9498, 0.0000, 0.2478
 14.000, 1.4032, 0.04744, 0.03968,-0.0290,0.2612,1.0000,-3.1314, 0.0000, 0.2420
 15.000, 1.4037, 0.05723, 0.04965,-0.0260,0.2347,1.0000,-3.2965, 0.0000, 0.2374


