xflr5 v6.49

 Calculated polar for: NACA 1713

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1661, 0.01570, 0.00767,-0.0276,0.9456,0.5818,-0.8366, 0.0000, 0.0765
 -1.000,-0.0359, 0.01519, 0.00747,-0.0301,0.9106,0.6873,-0.5991, 0.0000,-0.6033
  0.000, 0.0918, 0.01456, 0.00712,-0.0311,0.8692,0.7787,-0.4715, 0.0000, 0.5878
  1.000, 0.2146, 0.01397, 0.00674,-0.0304,0.8091,0.8638,-0.6060, 0.0000, 0.3881
  2.000, 0.3630, 0.01364, 0.00633,-0.0350,0.7187,0.9388,-0.8187, 0.0000, 0.3424
  3.000, 0.5225, 0.01409, 0.00627,-0.0438,0.5945,0.9950,-1.1380, 0.0000, 0.3290
  4.000, 0.6087, 0.01501, 0.00672,-0.0391,0.4809,1.0000,-1.4386, 0.0000, 0.3087
  6.000, 0.7721, 0.01826, 0.00905,-0.0284,0.2572,1.0000,-2.1945, 0.0000, 0.2793
  7.000, 0.8523, 0.02068, 0.01109,-0.0236,0.1676,1.0000,-2.6667, 0.0000, 0.2692
  8.000, 0.9285, 0.02361, 0.01389,-0.0185,0.1135,1.0000,-3.1431, 0.0000, 0.2604
  9.000, 0.9968, 0.02711, 0.01740,-0.0127,0.0847,1.0000,-3.6337, 0.0000, 0.2520
 10.000, 1.0568, 0.03118, 0.02178,-0.0061,0.0679,1.0000,-4.1619, 0.0000, 0.2438
 11.000, 1.1027, 0.03609, 0.02698, 0.0012,0.0570,1.0000,-4.6552, 0.0000, 0.2356
 12.000, 1.1363, 0.04195, 0.03327, 0.0078,0.0489,1.0000,-5.1084, 0.0000, 0.2283
 13.000, 1.1506, 0.05089, 0.04295, 0.0130,0.0445,1.0000,-5.4218, 0.0000, 0.2223
 14.000, 1.1265, 0.06458, 0.05756, 0.0138,0.0416,1.0000,-5.5095, 0.0000, 0.2195
 15.000, 1.0455, 0.08998, 0.08392, 0.0023,0.0406,1.0000,-5.1872, 0.0000, 0.2275


