xflr5 v6.49

 Calculated polar for: NACA 3720

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0116, 0.02308, 0.01420,-0.0778,0.8090,0.4285,-1.0053, 0.0000,-6.6546
 -1.000, 0.1064, 0.02199, 0.01327,-0.0780,0.7782,0.4842,-0.8184, 0.0000, 0.9921
  0.000, 0.2305, 0.02078, 0.01223,-0.0787,0.7449,0.5419,-0.7643, 0.0000, 0.5890
  1.000, 0.3604, 0.01971, 0.01125,-0.0802,0.7041,0.6001,-0.8841, 0.0000, 0.4667
  2.000, 0.5078, 0.01887, 0.01031,-0.0849,0.6571,0.6576,-1.0304, 0.0000, 0.4097
  3.000, 0.6256, 0.01921, 0.01051,-0.0852,0.6030,0.7103,-1.1762, 0.0000, 0.3771
  4.000, 0.7253, 0.01981, 0.01107,-0.0821,0.5519,0.7591,-1.3274, 0.0000, 0.3529
  5.000, 0.8157, 0.02055, 0.01172,-0.0776,0.5037,0.8109,-1.4964, 0.0000, 0.3334
  6.000, 0.8905, 0.02145, 0.01274,-0.0703,0.4570,0.8794,-1.6734, 0.0000, 0.3158
  7.000, 0.9752, 0.02269, 0.01392,-0.0666,0.4112,1.0000,-1.8857, 0.0000, 0.3038
  8.000, 1.0518, 0.02473, 0.01565,-0.0622,0.3677,1.0000,-2.1159, 0.0000, 0.2932
  9.000, 1.1163, 0.02725, 0.01818,-0.0563,0.3256,1.0000,-2.3508, 0.0000, 0.2830
 10.000, 1.1717, 0.03038, 0.02118,-0.0497,0.2875,1.0000,-2.5961, 0.0000, 0.2734
 11.000, 1.2175, 0.03429, 0.02519,-0.0430,0.2518,1.0000,-2.8402, 0.0000, 0.2645
 12.000, 1.2517, 0.03928, 0.03013,-0.0363,0.2209,1.0000,-3.0823, 0.0000, 0.2563
 13.000, 1.2780, 0.04550, 0.03649,-0.0306,0.1940,1.0000,-3.3071, 0.0000, 0.2492
 14.000, 1.2955, 0.05331, 0.04453,-0.0262,0.1712,1.0000,-3.5244, 0.0000, 0.2435
 15.000, 1.3032, 0.06297, 0.05441,-0.0237,0.1517,1.0000,-3.7265, 0.0000, 0.2392


