xflr5 v6.49

 Calculated polar for: Aerofoil1719

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4375, 0.01354, 0.00540,-0.1340,0.7018,0.0495,-1.8465, 0.0000, 0.5581
 -1.000, 0.5417, 0.01291, 0.00463,-0.1316,0.6649,0.0782,-1.2223, 0.0000, 0.4928
  0.000, 0.6434, 0.01265, 0.00431,-0.1286,0.6275,0.1341,-0.9108, 0.0000, 0.4482
  1.000, 0.7403, 0.01256, 0.00427,-0.1246,0.5826,0.2435,-1.0673, 0.0000, 0.4154
  3.000, 0.9425, 0.01217, 0.00485,-0.1187,0.4932,1.0000,-1.4485, 0.0000, 0.3705
  4.000, 1.0247, 0.01304, 0.00531,-0.1121,0.4301,1.0000,-1.6522, 0.0000, 0.3526
  5.000, 1.0946, 0.01431, 0.00612,-0.1034,0.3447,1.0000,-1.8602, 0.0000, 0.3364
  6.000, 1.1524, 0.01595, 0.00735,-0.0930,0.2741,1.0000,-2.0647, 0.0000, 0.3213
  7.000, 1.2098, 0.01779, 0.00896,-0.0832,0.2256,1.0000,-2.2864, 0.0000, 0.3079
  8.000, 1.2664, 0.01976, 0.01088,-0.0740,0.1944,1.0000,-2.5192, 0.0000, 0.2961
  9.000, 1.3168, 0.02209, 0.01324,-0.0646,0.1718,1.0000,-2.7505, 0.0000, 0.2852
 10.000, 1.3580, 0.02506, 0.01627,-0.0552,0.1540,1.0000,-2.9858, 0.0000, 0.2751
 11.000, 1.4023, 0.02824, 0.01974,-0.0476,0.1405,1.0000,-3.2289, 0.0000, 0.2666
 12.000, 1.4309, 0.03291, 0.02455,-0.0401,0.1291,1.0000,-3.4427, 0.0000, 0.2589
 13.000, 1.4651, 0.03781, 0.02985,-0.0348,0.1196,1.0000,-3.6874, 0.0000, 0.2526
 14.000, 1.4829, 0.04468, 0.03690,-0.0303,0.1102,1.0000,-3.8912, 0.0000, 0.2473
 15.000, 1.5082, 0.05165, 0.04438,-0.0276,0.1043,1.0000,-4.1841, 0.0000, 0.2430


