xflr5 v6.49

 Calculated polar for: Aerofoil1722

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3425, 0.01297, 0.00459,-0.1281,0.7110,0.0571,-1.7232, 0.0000, 0.6257
 -1.000, 0.4555, 0.01245, 0.00388,-0.1281,0.6762,0.0936,-1.0771, 0.0000, 0.5312
  0.000, 0.5644, 0.01226, 0.00367,-0.1272,0.6460,0.1606,-0.7254, 0.0000, 0.4742
  1.000, 0.6689, 0.01216, 0.00376,-0.1255,0.6169,0.2985,-0.8490, 0.0000, 0.4353
  3.000, 0.8891, 0.01192, 0.00444,-0.1240,0.5450,1.0000,-1.1847, 0.0000, 0.3852
  4.000, 0.9731, 0.01246, 0.00485,-0.1177,0.5075,1.0000,-1.3620, 0.0000, 0.3656
  5.000, 1.0525, 0.01307, 0.00543,-0.1105,0.4626,1.0000,-1.5576, 0.0000, 0.3485
  6.000, 1.1212, 0.01399, 0.00619,-0.1014,0.3947,1.0000,-1.7609, 0.0000, 0.3328
  7.000, 1.1790, 0.01550, 0.00743,-0.0908,0.3092,1.0000,-1.9641, 0.0000, 0.3181
  8.000, 1.2293, 0.01745, 0.00923,-0.0795,0.2433,1.0000,-2.4833, 0.0000, 0.3045
  9.000, 1.2752, 0.01970, 0.01145,-0.0683,0.1922,1.0000,-3.0769, 0.0000, 0.2920
 10.000, 1.3110, 0.02241, 0.01417,-0.0565,0.1510,1.0000,-3.6679, 0.0000, 0.2801
 11.000, 1.3399, 0.02572, 0.01756,-0.0453,0.1126,1.0000,-4.2384, 0.0000, 0.2693
 12.000, 1.3391, 0.03156, 0.02322,-0.0338,0.0491,1.0000,-4.6435, 0.0000, 0.2591
 13.000, 1.3174, 0.04090, 0.03259,-0.0255,0.0188,1.0000,-4.9185, 0.0000, 0.2515
 14.000, 1.3073, 0.05096, 0.04317,-0.0216,0.0162,1.0000,-5.2285, 0.0000, 0.2468
 15.000, 1.2881, 0.06354, 0.05634,-0.0209,0.0151,1.0000,-5.4628, 0.0000, 0.2446


