xflr5 v6.49

 Calculated polar for: NACA 4420

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1912, 0.01937, 0.00952,-0.0911,0.6810,0.3296,-0.9769, 0.0000, 0.7368
 -1.000, 0.2923, 0.01878, 0.00917,-0.0889,0.6469,0.4173,-0.9276, 0.0000, 0.5557
  0.000, 0.3917, 0.01841, 0.00930,-0.0860,0.6168,0.5811,-1.0151, 0.0000, 0.4668
  1.000, 0.4911, 0.01851, 0.00978,-0.0821,0.5890,0.7624,-1.1081, 0.0000, 0.4118
  2.000, 0.6147, 0.01919, 0.01046,-0.0828,0.5628,0.9098,-1.2234, 0.0000, 0.3774
  3.000, 0.7854, 0.02017, 0.01110,-0.0949,0.5373,0.9896,-1.3799, 0.0000, 0.3621
  4.000, 0.8684, 0.02105, 0.01181,-0.0909,0.5145,1.0000,-1.4852, 0.0000, 0.3444
  5.000, 0.9332, 0.02223, 0.01288,-0.0830,0.4931,1.0000,-1.5856, 0.0000, 0.3271
  6.000, 1.0102, 0.02355, 0.01407,-0.0774,0.4725,1.0000,-1.7073, 0.0000, 0.3132
  7.000, 1.0955, 0.02485, 0.01522,-0.0734,0.4517,1.0000,-1.8518, 0.0000, 0.3021
  8.000, 1.1447, 0.02677, 0.01731,-0.0639,0.4296,1.0000,-1.9777, 0.0000, 0.2892
  9.000, 1.1941, 0.02930, 0.02001,-0.0557,0.4071,1.0000,-2.1217, 0.0000, 0.2783
 10.000, 1.2393, 0.03237, 0.02324,-0.0482,0.3842,1.0000,-2.2826, 0.0000, 0.2687
 11.000, 1.2750, 0.03634, 0.02740,-0.0410,0.3604,1.0000,-2.4521, 0.0000, 0.2600
 12.000, 1.2975, 0.04179, 0.03306,-0.0344,0.3353,1.0000,-2.6168, 0.0000, 0.2522
 13.000, 1.3041, 0.04937, 0.04088,-0.0289,0.3090,1.0000,-2.7654, 0.0000, 0.2455
 14.000, 1.2987, 0.05935, 0.05111,-0.0252,0.2820,1.0000,-2.8959, 0.0000, 0.2404
 15.000, 1.2934, 0.07045, 0.06240,-0.0235,0.2551,1.0000,-3.0290, 0.0000, 0.2367


