xflr5 v6.49

 Calculated polar for: Aerofoil1439

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4482, 0.01363, 0.00553,-0.1375,0.7008,0.0541,-1.7231, 0.0000, 0.5586
 -1.000, 0.5545, 0.01294, 0.00466,-0.1360,0.6724,0.0870,-1.1026, 0.0000, 0.4952
  0.000, 0.6601, 0.01265, 0.00431,-0.1345,0.6437,0.1499,-0.9083, 0.0000, 0.4522
  1.000, 0.7635, 0.01250, 0.00430,-0.1326,0.6132,0.2804,-1.0454, 0.0000, 0.4209
  3.000, 0.9682, 0.01213, 0.00474,-0.1284,0.5416,1.0000,-1.3647, 0.0000, 0.3772
  4.000, 1.0624, 0.01285, 0.00524,-0.1249,0.5046,1.0000,-1.5383, 0.0000, 0.3608
  5.000, 1.1505, 0.01369, 0.00596,-0.1204,0.4596,1.0000,-1.7169, 0.0000, 0.3466
  6.000, 1.2277, 0.01483, 0.00693,-0.1142,0.4058,1.0000,-1.9039, 0.0000, 0.3336
  7.000, 1.2820, 0.01641, 0.00828,-0.1040,0.3426,1.0000,-2.0706, 0.0000, 0.3203
  8.000, 1.3250, 0.01855, 0.01028,-0.0929,0.2922,1.0000,-2.2385, 0.0000, 0.3078
  9.000, 1.3681, 0.02113, 0.01286,-0.0832,0.2510,1.0000,-2.4105, 0.0000, 0.2969
 10.000, 1.4086, 0.02429, 0.01613,-0.0745,0.2221,1.0000,-2.5919, 0.0000, 0.2874
 11.000, 1.4355, 0.02869, 0.02056,-0.0661,0.1862,1.0000,-3.0683, 0.0000, 0.2788
 12.000, 1.4623, 0.03390, 0.02594,-0.0596,0.1590,1.0000,-3.5549, 0.0000, 0.2716
 13.000, 1.4797, 0.04074, 0.03290,-0.0544,0.1267,1.0000,-4.0136, 0.0000, 0.2656
 14.000, 1.4710, 0.05138, 0.04342,-0.0509,0.0704,1.0000,-4.3521, 0.0000, 0.2613
 15.000, 1.4238, 0.06892, 0.06086,-0.0508,0.0180,1.0000,-4.4809, 0.0000, 0.2603


