xflr5 v6.49

 Calculated polar for: Aerofoil1623

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3850, 0.01382, 0.00584,-0.1469,0.8227,0.0711,-1.4119, 0.0000, 0.6340
 -1.000, 0.4835, 0.01325, 0.00531,-0.1446,0.8034,0.1159,-0.8641, 0.0000, 0.5499
  0.000, 0.6019, 0.01240, 0.00458,-0.1459,0.7883,0.2027,-0.7384, 0.0000, 0.4919
  1.000, 0.6988, 0.01195, 0.00472,-0.1434,0.7655,0.3982,-0.7933, 0.0000, 0.4537
  3.000, 0.9235, 0.01118, 0.00482,-0.1433,0.7210,1.0000,-0.9432, 0.0000, 0.4016
  4.000, 1.0241, 0.01164, 0.00538,-0.1412,0.6924,1.0000,-1.3337, 0.0000, 0.3832
  5.000, 1.1078, 0.01208, 0.00560,-0.1348,0.6002,1.0000,-2.0863, 0.0000, 0.3659
  6.000, 1.1094, 0.01493, 0.00710,-0.1138,0.3549,1.0000,-2.5230, 0.0000, 0.3456
  7.000, 1.0694, 0.02195, 0.01202,-0.0912,0.0211,1.0000,-2.7356, 0.0000, 0.3272
  8.000, 1.1188, 0.02546, 0.01587,-0.0829,0.0143,1.0000,-3.3375, 0.0000, 0.3147
  9.000, 1.1562, 0.03025, 0.02105,-0.0745,0.0118,1.0000,-3.9397, 0.0000, 0.3037
 10.000, 1.1882, 0.03608, 0.02722,-0.0669,0.0110,1.0000,-4.4863, 0.0000, 0.2942
 11.000, 1.2331, 0.04244, 0.03388,-0.0614,0.0105,1.0000,-5.0609, 0.0000, 0.2861
 12.000, 1.3047, 0.04909, 0.04102,-0.0582,0.0103,1.0000,-5.6973, 0.0000, 0.2794
 13.000, 1.3509, 0.05810, 0.05081,-0.0546,0.0097,1.0000,-6.3069, 0.0000, 0.2736
 14.000, 1.3499, 0.07130, 0.06505,-0.0507,0.0096,1.0000,-6.5883, 0.0000, 0.2690
 15.000, 1.3063, 0.09016, 0.08499,-0.0509,0.0099,1.0000,-6.5082, 0.0000, 0.2686


