xflr5 v6.49

 Calculated polar for: NACA 4413

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2411, 0.01218, 0.00400,-0.1024,0.7495,0.2077,-0.9340, 0.0000, 0.6782
 -1.000, 0.3490, 0.01171, 0.00366,-0.1014,0.7016,0.3156,-0.7153, 0.0000, 0.5409
  0.000, 0.4505, 0.01085, 0.00363,-0.0992,0.6557,0.6225,-0.7954, 0.0000, 0.4687
  1.000, 0.5799, 0.01056, 0.00378,-0.1014,0.6101,1.0000,-0.8985, 0.0000, 0.4220
  2.000, 0.6813, 0.01115, 0.00399,-0.0993,0.5714,1.0000,-0.9938, 0.0000, 0.3917
  3.000, 0.7840, 0.01183, 0.00444,-0.0975,0.5370,1.0000,-1.1026, 0.0000, 0.3692
  4.000, 0.8867, 0.01260, 0.00508,-0.0958,0.5058,1.0000,-1.2291, 0.0000, 0.3518
  5.000, 0.9882, 0.01346, 0.00591,-0.0940,0.4756,1.0000,-1.4080, 0.0000, 0.3378
  6.000, 1.0866, 0.01442, 0.00689,-0.0917,0.4429,1.0000,-1.7155, 0.0000, 0.3258
  7.000, 1.1784, 0.01550, 0.00799,-0.0883,0.4002,1.0000,-2.1044, 0.0000, 0.3151
  8.000, 1.2588, 0.01690, 0.00936,-0.0832,0.3392,1.0000,-2.5425, 0.0000, 0.3048
  9.000, 1.3159, 0.01915, 0.01142,-0.0746,0.2623,1.0000,-2.9839, 0.0000, 0.2939
 10.000, 1.3508, 0.02293, 0.01486,-0.0642,0.1768,1.0000,-3.4009, 0.0000, 0.2833
 11.000, 1.3748, 0.02819, 0.01996,-0.0550,0.1128,1.0000,-3.8118, 0.0000, 0.2740
 12.000, 1.3928, 0.03489, 0.02670,-0.0479,0.0774,1.0000,-4.2052, 0.0000, 0.2666
 13.000, 1.4037, 0.04329, 0.03536,-0.0429,0.0595,1.0000,-4.5926, 0.0000, 0.2608
 14.000, 1.4031, 0.05400, 0.04637,-0.0401,0.0486,1.0000,-4.9458, 0.0000, 0.2568
 15.000, 1.3966, 0.06665, 0.05937,-0.0396,0.0416,1.0000,-5.2628, 0.0000, 0.2544


