xflr5 v6.49

 Calculated polar for: NACA 5015

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2363, 0.01464, 0.00702,-0.0306,0.7245,0.8452,-0.6875, 0.0000, 0.3850
 -1.000, 0.3725, 0.01494, 0.00717,-0.0333,0.6597,0.9230,-0.8517, 0.0000, 0.3405
  0.000, 0.5259, 0.01543, 0.00738,-0.0412,0.5839,0.9758,-1.0861, 0.0000, 0.3266
  1.000, 0.6526, 0.01606, 0.00766,-0.0452,0.5038,1.0001,-1.3605, 0.0000, 0.3153
  2.000, 0.7278, 0.01697, 0.00832,-0.0391,0.4290,1.0001,-1.6250, 0.0000, 0.2977
  3.000, 0.8006, 0.01828, 0.00933,-0.0326,0.3546,1.0001,-1.9269, 0.0000, 0.2828
  4.000, 0.8710, 0.01999, 0.01079,-0.0261,0.2802,1.0001,-2.2651, 0.0000, 0.2701
  5.000, 0.9389, 0.02217, 0.01279,-0.0199,0.2142,1.0001,-2.6313, 0.0000, 0.2594
  6.000, 0.9999, 0.02489, 0.01540,-0.0134,0.1621,1.0001,-3.0183, 0.0000, 0.2496
  7.000, 1.0447, 0.02832, 0.01875,-0.0053,0.1271,1.0001,-3.3870, 0.0000, 0.2393
  8.000, 1.0864, 0.03257, 0.02316, 0.0012,0.1037,1.0001,-3.7686, 0.0000, 0.2309
  9.000, 1.1193, 0.03807, 0.02886, 0.0064,0.0873,1.0001,-4.1243, 0.0000, 0.2240
 10.000, 1.1443, 0.04493, 0.03602, 0.0099,0.0756,1.0001,-4.4746, 0.0000, 0.2187
 11.000, 1.1610, 0.05358, 0.04517, 0.0116,0.0671,1.0001,-4.7865, 0.0000, 0.2150
 12.000, 1.1644, 0.06426, 0.05613, 0.0113,0.0610,1.0001,-5.0459, 0.0000, 0.2128
 13.000, 1.1384, 0.08037, 0.07303, 0.0069,0.0561,1.0001,-5.1197, 0.0000, 0.2140
 14.000, 1.0979, 0.10078, 0.09401,-0.0015,0.0529,1.0001,-5.0745, 0.0000, 0.2191
 15.000, 0.9997, 0.13576, 0.12966,-0.0190,0.0509,1.0001,-4.5351, 0.0000, 0.2358


