xflr5 v6.49

 Calculated polar for: NACA 1613

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1500, 0.01540, 0.00731,-0.0285,0.9282,0.5807,-0.8250, 0.0000, 0.0524
 -1.000,-0.0210, 0.01473, 0.00701,-0.0304,0.8937,0.6920,-0.5887, 0.0000,-1.2224
  0.000, 0.1014, 0.01417, 0.00677,-0.0300,0.8507,0.8000,-0.4820, 0.0000, 0.5452
  1.000, 0.2365, 0.01381, 0.00654,-0.0317,0.7951,0.8996,-0.6235, 0.0000, 0.3807
  2.000, 0.3921, 0.01374, 0.00632,-0.0386,0.7113,0.9706,-0.8412, 0.0000, 0.3446
  3.000, 0.5277, 0.01405, 0.00620,-0.0431,0.6005,1.0000,-1.1292, 0.0000, 0.3269
  4.000, 0.6107, 0.01494, 0.00663,-0.0374,0.4921,1.0000,-1.4190, 0.0000, 0.3056
  5.000, 0.6916, 0.01629, 0.00752,-0.0314,0.3826,1.0000,-1.7668, 0.0000, 0.2889
  6.000, 0.7717, 0.01810, 0.00891,-0.0259,0.2726,1.0000,-2.1659, 0.0000, 0.2761
  7.000, 0.8492, 0.02051, 0.01092,-0.0205,0.1798,1.0000,-2.6053, 0.0000, 0.2657
  8.000, 0.9238, 0.02338, 0.01365,-0.0152,0.1213,1.0000,-3.0849, 0.0000, 0.2569
  9.000, 0.9921, 0.02675, 0.01712,-0.0093,0.0895,1.0000,-3.5801, 0.0000, 0.2486
 10.000, 1.0487, 0.03077, 0.02127,-0.0024,0.0715,1.0000,-4.0739, 0.0000, 0.2403
 11.000, 1.0958, 0.03555, 0.02640, 0.0048,0.0602,1.0000,-4.5329, 0.0000, 0.2322
 12.000, 1.1318, 0.04173, 0.03307, 0.0111,0.0521,1.0000,-4.9899, 0.0000, 0.2253
 13.000, 1.1545, 0.04940, 0.04103, 0.0159,0.0470,1.0000,-5.4047, 0.0000, 0.2198
 14.000, 1.1379, 0.06171, 0.05434, 0.0173,0.0430,1.0000,-5.5666, 0.0000, 0.2164
 15.000, 1.0896, 0.08071, 0.07416, 0.0111,0.0410,1.0000,-5.5044, 0.0000, 0.2195


