xflr5 v6.49

 Calculated polar for: Aerofoil1093

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3941, 0.01448, 0.00539,-0.1377,0.6082,0.0608,-1.6043, 0.0000, 0.6012
 -1.000, 0.4980, 0.01385, 0.00466,-0.1361,0.5929,0.0990,-0.9948, 0.0000, 0.5232
  0.000, 0.6091, 0.01373, 0.00450,-0.1362,0.5800,0.1710,-0.8952, 0.0000, 0.4723
  1.000, 0.7083, 0.01346, 0.00469,-0.1338,0.5693,0.3199,-0.9660, 0.0000, 0.4365
  3.000, 0.9656, 0.01356, 0.00574,-0.1418,0.5430,1.0000,-1.1658, 0.0000, 0.3922
  4.000, 1.0550, 0.01411, 0.00648,-0.1372,0.5320,1.0000,-1.2734, 0.0000, 0.3743
  5.000, 1.1432, 0.01464, 0.00716,-0.1323,0.5166,1.0000,-1.4324, 0.0000, 0.3588
  6.000, 1.2051, 0.01467, 0.00728,-0.1213,0.4787,1.0000,-1.8554, 0.0000, 0.3426
  7.000, 1.2229, 0.01537, 0.00748,-0.1016,0.3583,1.0000,-2.3504, 0.0000, 0.3237
  8.000, 1.1722, 0.02049, 0.01129,-0.0736,0.1339,1.0000,-2.5416, 0.0000, 0.3023
  9.000, 1.1298, 0.02745, 0.01778,-0.0541,0.0155,1.0000,-2.7261, 0.0000, 0.2859
 10.000, 1.1427, 0.03433, 0.02514,-0.0476,0.0122,1.0000,-3.1252, 0.0000, 0.2782
 11.000, 1.1536, 0.04218, 0.03347,-0.0429,0.0113,1.0000,-3.5001, 0.0000, 0.2720
 12.000, 1.1533, 0.05149, 0.04326,-0.0390,0.0108,1.0000,-3.8215, 0.0000, 0.2670
 13.000, 1.1450, 0.06224, 0.05440,-0.0363,0.0105,1.0000,-4.1185, 0.0000, 0.2631
 14.000, 1.1419, 0.07279, 0.06523,-0.0340,0.0100,1.0000,-4.4728, 0.0000, 0.2595
 15.000, 1.1522, 0.08128, 0.07389,-0.0309,0.0093,1.0000,-4.9284, 0.0000, 0.2547


