xflr5 v6.49

 Calculated polar for: Aerofoil1742

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1041, 0.02121, 0.01295,-0.0986,0.8572,0.0438,-2.4204, 0.0000, 1.2043
 -1.000, 0.2099, 0.01925, 0.01071,-0.0969,0.8373,0.0641,-1.7712, 0.0000, 0.7131
  0.000, 0.3363, 0.01736, 0.00879,-0.0988,0.8225,0.1083,-1.1029, 0.0000, 0.5431
  1.000, 0.4422, 0.01652, 0.00817,-0.0972,0.7982,0.1882,-0.6122, 0.0000, 0.4679
  4.000, 0.8985, 0.01416, 0.00717,-0.1208,0.7129,1.0000,-1.2421, 0.0000, 0.3797
  5.000, 0.9914, 0.01455, 0.00724,-0.1157,0.6241,1.0000,-1.6016, 0.0000, 0.3608
  6.000, 1.0476, 0.01577, 0.00808,-0.1039,0.5074,1.0000,-2.0012, 0.0000, 0.3421
  7.000, 1.0410, 0.01964, 0.01047,-0.0822,0.2342,1.0000,-2.2739, 0.0000, 0.3207
  8.000, 1.0660, 0.02338, 0.01368,-0.0685,0.1262,1.0000,-2.6531, 0.0000, 0.3048
  9.000, 1.1017, 0.02688, 0.01716,-0.0575,0.0918,1.0000,-3.0930, 0.0000, 0.2914
 10.000, 1.1410, 0.03052, 0.02102,-0.0481,0.0710,1.0000,-3.5585, 0.0000, 0.2799
 11.000, 1.1777, 0.03474, 0.02544,-0.0396,0.0557,1.0000,-4.0657, 0.0000, 0.2699
 12.000, 1.2109, 0.03961, 0.03061,-0.0318,0.0450,1.0000,-4.5655, 0.0000, 0.2610
 13.000, 1.2412, 0.04528, 0.03665,-0.0249,0.0376,1.0000,-5.0438, 0.0000, 0.2531
 14.000, 1.2638, 0.05195, 0.04366,-0.0189,0.0327,1.0000,-5.4953, 0.0000, 0.2462
 15.000, 1.2782, 0.06006, 0.05248,-0.0139,0.0288,1.0000,-5.8960, 0.0000, 0.2403


