xflr5 v6.49

 Calculated polar for: Aerofoil1128

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3504, 0.01519, 0.00607,-0.1305,0.6974,0.0658,-1.6611, 0.0000, 0.6243
 -1.000, 0.4643, 0.01442, 0.00511,-0.1308,0.6701,0.1072,-1.0448, 0.0000, 0.5318
  0.000, 0.5763, 0.01416, 0.00484,-0.1307,0.6480,0.1864,-0.7473, 0.0000, 0.4757
  1.000, 0.6776, 0.01384, 0.00498,-0.1284,0.6246,0.3741,-0.8265, 0.0000, 0.4373
  3.000, 0.9212, 0.01415, 0.00594,-0.1321,0.5781,1.0000,-1.1599, 0.0000, 0.3892
  4.000, 1.0043, 0.01463, 0.00629,-0.1254,0.5434,1.0000,-1.3398, 0.0000, 0.3696
  5.000, 1.0833, 0.01515, 0.00690,-0.1181,0.5093,1.0000,-1.5386, 0.0000, 0.3525
  6.000, 1.1537, 0.01577, 0.00764,-0.1090,0.4680,1.0000,-1.7489, 0.0000, 0.3368
  7.000, 1.2103, 0.01657, 0.00855,-0.0974,0.4053,1.0000,-2.0615, 0.0000, 0.3216
  8.000, 1.2501, 0.01822, 0.00998,-0.0834,0.3155,1.0000,-2.5752, 0.0000, 0.3065
  9.000, 1.2768, 0.02083, 0.01240,-0.0685,0.2398,1.0000,-3.0667, 0.0000, 0.2921
 10.000, 1.2971, 0.02407, 0.01560,-0.0544,0.1856,1.0000,-3.5589, 0.0000, 0.2790
 11.000, 1.3110, 0.02810, 0.01975,-0.0418,0.1447,1.0000,-4.0595, 0.0000, 0.2674
 12.000, 1.3166, 0.03371, 0.02553,-0.0319,0.1109,1.0000,-4.5156, 0.0000, 0.2582
 13.000, 1.3127, 0.04173, 0.03359,-0.0256,0.0617,1.0000,-4.8920, 0.0000, 0.2516
 14.000, 1.2879, 0.05314, 0.04497,-0.0215,0.0277,1.0000,-5.1153, 0.0000, 0.2470
 15.000, 1.2669, 0.06573, 0.05805,-0.0205,0.0226,1.0000,-5.3329, 0.0000, 0.2445


