xflr5 v6.49

 Calculated polar for: Aerofoil1057

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3995, 0.01911, 0.01036,-0.1304,0.7646,0.0656,-1.7470, 0.0000, 0.5784
 -1.000, 0.5268, 0.01732, 0.00803,-0.1326,0.7230,0.1065,-1.1286, 0.0000, 0.5015
  0.000, 0.6292, 0.01663, 0.00723,-0.1300,0.6770,0.1830,-0.9820, 0.0000, 0.4549
  1.000, 0.7315, 0.01615, 0.00698,-0.1276,0.6304,0.3839,-1.1275, 0.0000, 0.4213
  3.000, 0.9326, 0.01644, 0.00723,-0.1217,0.5330,1.0000,-1.4615, 0.0000, 0.3749
  4.000, 1.0159, 0.01741, 0.00783,-0.1158,0.4792,1.0000,-1.6230, 0.0000, 0.3571
  5.000, 1.0936, 0.01863, 0.00876,-0.1092,0.4264,1.0000,-1.7947, 0.0000, 0.3417
  6.000, 1.1580, 0.02016, 0.01002,-0.1006,0.3697,1.0000,-1.9550, 0.0000, 0.3273
  7.000, 1.2155, 0.02208, 0.01177,-0.0913,0.3255,1.0000,-2.1175, 0.0000, 0.3141
  8.000, 1.2718, 0.02438, 0.01407,-0.0826,0.2909,1.0000,-2.2872, 0.0000, 0.3025
  9.000, 1.3241, 0.02710, 0.01685,-0.0743,0.2623,1.0000,-2.4523, 0.0000, 0.2921
 10.000, 1.3775, 0.03011, 0.02025,-0.0670,0.2421,1.0000,-2.6293, 0.0000, 0.2831
 11.000, 1.4045, 0.03398, 0.02443,-0.0579,0.2154,1.0000,-2.8647, 0.0000, 0.2739
 12.000, 1.4122, 0.03951, 0.03023,-0.0494,0.1862,1.0000,-3.2790, 0.0000, 0.2658
 13.000, 1.4110, 0.04735, 0.03840,-0.0438,0.1578,1.0000,-3.6312, 0.0000, 0.2599
 14.000, 1.4009, 0.05808, 0.04953,-0.0414,0.1312,1.0000,-3.9044, 0.0000, 0.2563
 15.000, 1.3680, 0.07403, 0.06582,-0.0431,0.0902,1.0000,-4.0579, 0.0000, 0.2561


