xflr5 v6.49

 Calculated polar for: Aerofoil1382

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4423, 0.01600, 0.00722,-0.1453,0.7316,0.0637,-1.6533, 0.0000, 0.5811
 -1.000, 0.5477, 0.01511, 0.00620,-0.1439,0.7091,0.1022,-1.0686, 0.0000, 0.5134
  0.000, 0.6571, 0.01464, 0.00570,-0.1433,0.6894,0.1786,-0.8914, 0.0000, 0.4672
  2.000, 0.8739, 0.01373, 0.00610,-0.1419,0.6518,1.0000,-1.0321, 0.0000, 0.4090
  3.000, 0.9676, 0.01460, 0.00692,-0.1387,0.6339,1.0000,-1.0984, 0.0000, 0.3888
  4.000, 1.0755, 0.01537, 0.00749,-0.1380,0.6163,1.0000,-1.2734, 0.0000, 0.3724
  5.000, 1.1606, 0.01642, 0.00880,-0.1334,0.5966,1.0000,-1.4938, 0.0000, 0.3577
  6.000, 1.2457, 0.01669, 0.00902,-0.1277,0.5529,1.0000,-1.7503, 0.0000, 0.3440
  7.000, 1.3203, 0.01753, 0.01000,-0.1208,0.5142,1.0000,-2.0178, 0.0000, 0.3315
  8.000, 1.3674, 0.01873, 0.01133,-0.1092,0.4637,1.0000,-2.3606, 0.0000, 0.3183
  9.000, 1.3771, 0.02140, 0.01372,-0.0929,0.3600,1.0000,-2.6973, 0.0000, 0.3044
 11.000, 1.3435, 0.03511, 0.02659,-0.0660,0.1697,1.0000,-3.2417, 0.0000, 0.2826
 12.000, 1.3564, 0.04249, 0.03402,-0.0598,0.1350,1.0000,-3.6181, 0.0000, 0.2757
 13.000, 1.3737, 0.05047, 0.04214,-0.0556,0.1090,1.0000,-4.0188, 0.0000, 0.2702
 14.000, 1.3973, 0.05865, 0.05061,-0.0532,0.0865,1.0000,-4.4643, 0.0000, 0.2657
 15.000, 1.4166, 0.06808, 0.06038,-0.0521,0.0686,1.0000,-4.9145, 0.0000, 0.2623


