xflr5 v6.49

 Calculated polar for: NACA 1522

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0864, 0.01391, 0.00575,-0.0323,0.6714,0.4387,-0.9853, 0.0000,-0.1565
 -1.000, 0.0143, 0.01370, 0.00552,-0.0297,0.6285,0.4846,-0.8423, 0.0000, 2.4068
  0.000, 0.1145, 0.01362, 0.00548,-0.0269,0.5859,0.5345,-0.8276, 0.0000, 0.4823
  1.000, 0.2136, 0.01365, 0.00557,-0.0240,0.5439,0.5870,-0.9389, 0.0000, 0.3532
  2.000, 0.3116, 0.01387, 0.00578,-0.0209,0.5038,0.6439,-1.0618, 0.0000, 0.3054
  3.000, 0.4083, 0.01414, 0.00622,-0.0175,0.4655,0.7062,-1.1973, 0.0000, 0.2797
  4.000, 0.5024, 0.01461, 0.00684,-0.0135,0.4275,0.7715,-1.3492, 0.0000, 0.2626
  5.000, 0.5935, 0.01535, 0.00766,-0.0091,0.3907,0.8371,-1.5160, 0.0000, 0.2498
  6.000, 0.6850, 0.01645, 0.00874,-0.0050,0.3553,0.8969,-1.7054, 0.0000, 0.2407
  7.000, 0.7854, 0.01778, 0.01007,-0.0035,0.3204,0.9462,-1.9255, 0.0000, 0.2368
  8.000, 0.8994, 0.01956, 0.01176,-0.0060,0.2845,0.9827,-2.1891, 0.0000, 0.2381
  9.000, 0.9820, 0.02149, 0.01357,-0.0041,0.2535,1.0000,-2.4365, 0.0000, 0.2342
 10.000, 1.0027, 0.02344, 0.01545, 0.0090,0.2302,1.0000,-2.6118, 0.0000, 0.2191
 11.000, 1.0417, 0.02644, 0.01842, 0.0169,0.2070,1.0000,-2.8240, 0.0000, 0.2100
 12.000, 1.0826, 0.03042, 0.02242, 0.0225,0.1857,1.0000,-3.0507, 0.0000, 0.2035
 13.000, 1.1173, 0.03560, 0.02767, 0.0266,0.1667,1.0000,-3.2720, 0.0000, 0.1984
 14.000, 1.1447, 0.04213, 0.03432, 0.0294,0.1501,1.0000,-3.4860, 0.0000, 0.1944
 15.000, 1.1669, 0.04997, 0.04233, 0.0307,0.1358,1.0000,-3.6908, 0.0000, 0.1915


