xflr5 v6.49

 Calculated polar for: Aerofoil1488

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3568, 0.02144, 0.01273,-0.1195,0.7693,0.0179,-1.9391, 0.0000, 0.5873
 -1.000, 0.4676, 0.01800, 0.00841,-0.1181,0.7415,0.0199,-1.6142, 0.0000, 0.5033
  0.000, 0.5777, 0.01636, 0.00663,-0.1172,0.7182,0.1389,-1.1463, 0.0000, 0.4523
  2.000, 0.7968, 0.01586, 0.00690,-0.1171,0.6691,1.0000,-0.9329, 0.0000, 0.3940
  3.000, 0.8971, 0.01674, 0.00755,-0.1154,0.6469,1.0000,-1.0825, 0.0000, 0.3744
  4.000, 0.9899, 0.01765, 0.00852,-0.1122,0.6215,1.0000,-1.2582, 0.0000, 0.3580
  5.000, 1.0771, 0.01833, 0.00938,-0.1077,0.5862,1.0000,-1.4590, 0.0000, 0.3433
  6.000, 1.1619, 0.01897, 0.01031,-0.1026,0.5458,1.0000,-1.6878, 0.0000, 0.3303
  7.000, 1.2288, 0.01994, 0.01179,-0.0944,0.4990,1.0000,-2.3541, 0.0000, 0.3174
  8.000, 1.2714, 0.02114, 0.01337,-0.0818,0.4318,1.0000,-3.6992, 0.0000, 0.3035
  9.000, 1.2829, 0.02383, 0.01607,-0.0656,0.3304,1.0000,-4.8723, 0.0000, 0.2888
 10.000, 1.2798, 0.02880, 0.02100,-0.0512,0.2427,1.0000,-5.9020, 0.0000, 0.2760
 11.000, 1.2603, 0.03650, 0.02849,-0.0399,0.1571,1.0000,-6.6688, 0.0000, 0.2659
 12.000, 1.2083, 0.05006, 0.04083,-0.0321,0.0184,1.0000,-6.7329, 0.0000, 0.2590
 13.000, 1.1821, 0.06429, 0.05568,-0.0296,0.0089,1.0000,-6.9386, 0.0000, 0.2556
 14.000, 1.1555, 0.08102, 0.07323,-0.0316,0.0069,1.0000,-7.1262, 0.0000, 0.2560
 15.000, 1.1290, 0.10004, 0.09288,-0.0370,0.0060,1.0000,-7.2952, 0.0000, 0.2595


