xflr5 v6.49

 Calculated polar for: NACA 3922

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0238, 0.02133, 0.01254,-0.0914,0.7992,0.4501,-1.0073, 0.0000, 4.1970
 -1.000, 0.1676, 0.02045, 0.01179,-0.0971,0.7558,0.4976,-0.8236, 0.0000, 0.8324
  0.000, 0.3220, 0.01978, 0.01107,-0.1046,0.7094,0.5468,-0.8766, 0.0000, 0.5707
  1.000, 0.4551, 0.01982, 0.01098,-0.1082,0.6569,0.5956,-1.0077, 0.0000, 0.4810
  2.000, 0.5585, 0.02040, 0.01163,-0.1055,0.6060,0.6379,-1.1336, 0.0000, 0.4300
  3.000, 0.6626, 0.02117, 0.01228,-0.1034,0.5582,0.6826,-1.2749, 0.0000, 0.3956
  4.000, 0.7437, 0.02223, 0.01336,-0.0963,0.5133,0.7199,-1.4150, 0.0000, 0.3673
  5.000, 0.8188, 0.02348, 0.01459,-0.0884,0.4718,0.7563,-1.5664, 0.0000, 0.3443
  6.000, 0.8898, 0.02491, 0.01604,-0.0803,0.4314,0.7922,-1.7319, 0.0000, 0.3251
  7.000, 0.9573, 0.02655, 0.01756,-0.0721,0.3944,0.8258,-1.9131, 0.0000, 0.3088
  8.000, 1.0076, 0.02835, 0.01948,-0.0612,0.3593,0.8570,-2.0912, 0.0000, 0.2926
  9.000, 1.0570, 0.03048, 0.02170,-0.0516,0.3259,0.8892,-2.2801, 0.0000, 0.2790
 10.000, 1.1045, 0.03306, 0.02429,-0.0432,0.2947,0.9199,-2.4835, 0.0000, 0.2677
 11.000, 1.1377, 0.03590, 0.02721,-0.0339,0.2671,0.9497,-2.6746, 0.0000, 0.2566
 12.000, 1.1645, 0.03966, 0.03110,-0.0261,0.2413,0.9820,-2.8671, 0.0000, 0.2475
 13.000, 1.1975, 0.04570, 0.03738,-0.0234,0.2165,1.0000,-3.0643, 0.0000, 0.2426
 14.000, 1.2273, 0.05379, 0.04572,-0.0228,0.1945,1.0000,-3.2695, 0.0000, 0.2395
 15.000, 1.2457, 0.06363, 0.05576,-0.0234,0.1749,1.0000,-3.4537, 0.0000, 0.2375


