xflr5 v6.49

 Calculated polar for: Aerofoil1440

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1676, 0.02263, 0.01388,-0.1024,0.8650,0.0576,-2.1086, 0.0000, 0.8657
 -1.000, 0.2943, 0.01985, 0.01074,-0.1045,0.8443,0.0879,-1.4565, 0.0000, 0.6059
  0.000, 0.4294, 0.01781, 0.00869,-0.1079,0.8217,0.1545,-0.8470, 0.0000, 0.5005
  1.000, 0.5623, 0.01647, 0.00767,-0.1112,0.7918,0.3168,-0.7271, 0.0000, 0.4457
  3.000, 0.8503, 0.01498, 0.00667,-0.1218,0.6946,1.0000,-1.1178, 0.0000, 0.3892
  4.000, 0.9540, 0.01562, 0.00705,-0.1193,0.6287,1.0000,-1.3210, 0.0000, 0.3699
  5.000, 1.0404, 0.01652, 0.00779,-0.1134,0.5580,1.0000,-1.5309, 0.0000, 0.3528
  6.000, 1.1077, 0.01778, 0.00877,-0.1040,0.4687,1.0000,-1.7375, 0.0000, 0.3365
  7.000, 1.1549, 0.01977, 0.01037,-0.0917,0.3571,1.0000,-1.9396, 0.0000, 0.3207
  8.000, 1.1982, 0.02250, 0.01280,-0.0801,0.2710,1.0000,-2.4064, 0.0000, 0.3068
  9.000, 1.2475, 0.02546, 0.01581,-0.0704,0.2214,1.0000,-2.9606, 0.0000, 0.2951
 10.000, 1.2976, 0.02876, 0.01933,-0.0618,0.1886,1.0000,-3.5447, 0.0000, 0.2848
 11.000, 1.3334, 0.03261, 0.02341,-0.0525,0.1564,1.0000,-4.1159, 0.0000, 0.2750
 12.000, 1.3596, 0.03713, 0.02836,-0.0439,0.1242,1.0000,-4.6790, 0.0000, 0.2662
 13.000, 1.3726, 0.04333, 0.03495,-0.0365,0.0869,1.0000,-5.1642, 0.0000, 0.2587
 14.000, 1.3565, 0.05396, 0.04566,-0.0313,0.0419,1.0000,-5.4453, 0.0000, 0.2533
 15.000, 1.3219, 0.06919, 0.06136,-0.0306,0.0318,1.0000,-5.5727, 0.0000, 0.2514


