xflr5 v6.49

 Calculated polar for: Aerofoil1487

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -1.000, 0.4899, 0.02309, 0.01408,-0.1264,0.7399,0.0326,-1.1322, 0.0000, 0.5085
  0.000, 0.6039, 0.01956, 0.00983,-0.1257,0.7171,0.0314,-0.9313, 0.0000, 0.4573
  1.000, 0.7062, 0.01772, 0.00770,-0.1233,0.6916,0.0399,-0.8621, 0.0000, 0.4227
  2.000, 0.8027, 0.01581, 0.00742,-0.1204,0.6687,1.0000,-0.9369, 0.0000, 0.3969
  3.000, 0.9076, 0.01670, 0.00779,-0.1195,0.6465,1.0000,-1.0920, 0.0000, 0.3775
  4.000, 1.0061, 0.01760, 0.00858,-0.1175,0.6210,1.0000,-1.2740, 0.0000, 0.3614
  5.000, 1.0985, 0.01825, 0.00924,-0.1140,0.5847,1.0000,-1.4835, 0.0000, 0.3471
  6.000, 1.1876, 0.01893, 0.01007,-0.1098,0.5446,1.0000,-1.7179, 0.0000, 0.3345
  7.000, 1.2579, 0.01995, 0.01148,-0.1026,0.4973,1.0000,-1.9560, 0.0000, 0.3222
  8.000, 1.3087, 0.02116, 0.01293,-0.0918,0.4298,1.0000,-2.2933, 0.0000, 0.3093
  9.000, 1.3252, 0.02382, 0.01543,-0.0767,0.3301,1.0000,-2.7518, 0.0000, 0.2954
 10.000, 1.3281, 0.02861, 0.02008,-0.0631,0.2466,1.0000,-3.1647, 0.0000, 0.2835
 11.000, 1.3397, 0.03448, 0.02608,-0.0538,0.1974,1.0000,-3.6133, 0.0000, 0.2744
 12.000, 1.3520, 0.04141, 0.03328,-0.0473,0.1574,1.0000,-4.2197, 0.0000, 0.2675
 13.000, 1.3573, 0.05000, 0.04225,-0.0433,0.1174,1.0000,-5.0954, 0.0000, 0.2624
 14.000, 1.3556, 0.06086, 0.05354,-0.0417,0.0796,1.0000,-5.9166, 0.0000, 0.2592
 15.000, 1.3319, 0.07661, 0.06949,-0.0432,0.0422,1.0000,-6.4640, 0.0000, 0.2588


