xflr5 v6.49

 Calculated polar for: NACA 3618

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1082, 0.01630, 0.00818,-0.0912,0.8105,0.4018,-0.8655, 0.0000, 1.1089
 -1.000, 0.2273, 0.01556, 0.00761,-0.0918,0.7837,0.4667,-0.6856, 0.0000, 0.6563
  0.000, 0.3445, 0.01499, 0.00719,-0.0918,0.7497,0.5335,-0.7832, 0.0000, 0.5145
  1.000, 0.4650, 0.01454, 0.00679,-0.0923,0.7079,0.6005,-0.8963, 0.0000, 0.4442
  2.000, 0.5714, 0.01449, 0.00679,-0.0902,0.6538,0.6652,-1.0162, 0.0000, 0.4019
  3.000, 0.6740, 0.01468, 0.00697,-0.0874,0.5960,0.7362,-1.1534, 0.0000, 0.3723
  5.000, 0.8744, 0.01601, 0.00824,-0.0818,0.4849,1.0000,-1.5102, 0.0000, 0.3336
  6.000, 0.9510, 0.01721, 0.00922,-0.0756,0.4329,1.0000,-1.7160, 0.0000, 0.3182
  7.000, 1.0215, 0.01877, 0.01056,-0.0686,0.3830,1.0000,-1.9457, 0.0000, 0.3045
  8.000, 1.0859, 0.02078, 0.01236,-0.0613,0.3326,1.0000,-2.1991, 0.0000, 0.2924
  9.000, 1.1475, 0.02321, 0.01472,-0.0544,0.2850,1.0000,-2.4742, 0.0000, 0.2819
 10.000, 1.1989, 0.02641, 0.01781,-0.0472,0.2412,1.0000,-2.7544, 0.0000, 0.2722
 11.000, 1.2449, 0.03033, 0.02171,-0.0404,0.2014,1.0000,-3.0497, 0.0000, 0.2636
 12.000, 1.2787, 0.03546, 0.02684,-0.0338,0.1691,1.0000,-3.3313, 0.0000, 0.2557
 13.000, 1.3089, 0.04149, 0.03300,-0.0285,0.1429,1.0000,-3.6194, 0.0000, 0.2491
 14.000, 1.3286, 0.04917, 0.04087,-0.0243,0.1224,1.0000,-3.8838, 0.0000, 0.2436
 15.000, 1.3391, 0.05859, 0.05051,-0.0216,0.1066,1.0000,-4.1368, 0.0000, 0.2393


