xflr5 v6.49

 Calculated polar for: NACA 5722

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2108, 0.02100, 0.01346,-0.1369,0.7776,0.3218,-1.0264, 0.0000, 0.9106
 -1.000, 0.3237, 0.02024, 0.01280,-0.1370,0.7465,0.3635,-0.8533, 0.0000, 0.6744
  0.000, 0.4641, 0.01851, 0.01107,-0.1412,0.7135,0.4104,-0.9647, 0.0000, 0.5507
  1.000, 0.6208, 0.01690, 0.00927,-0.1486,0.6708,0.4598,-1.0963, 0.0000, 0.4831
  2.000, 0.7411, 0.01703, 0.00927,-0.1500,0.6209,0.5078,-1.2152, 0.0000, 0.4441
  3.000, 0.8416, 0.01787, 0.00998,-0.1480,0.5759,0.5540,-1.3321, 0.0000, 0.4158
  4.000, 0.9302, 0.01905, 0.01116,-0.1440,0.5355,0.5989,-1.4522, 0.0000, 0.3930
  5.000, 1.0123, 0.02050, 0.01260,-0.1392,0.4971,0.6411,-1.5806, 0.0000, 0.3740
  6.000, 1.0914, 0.02214, 0.01423,-0.1340,0.4603,0.6793,-1.7233, 0.0000, 0.3576
  7.000, 1.1655, 0.02403, 0.01611,-0.1284,0.4248,0.7133,-1.8788, 0.0000, 0.3433
  8.000, 1.2357, 0.02621, 0.01830,-0.1226,0.3904,0.7445,-2.0488, 0.0000, 0.3307
  9.000, 1.2992, 0.02879, 0.02091,-0.1163,0.3570,0.7752,-2.2338, 0.0000, 0.3193
 10.000, 1.3578, 0.03180, 0.02400,-0.1099,0.3247,0.8098,-2.4322, 0.0000, 0.3088
 11.000, 1.4041, 0.03530, 0.02772,-0.1020,0.2942,0.8803,-2.6320, 0.0000, 0.2987
 12.000, 1.4443, 0.03975, 0.03220,-0.0950,0.2650,1.0000,-2.8378, 0.0000, 0.2898
 13.000, 1.4819, 0.04560, 0.03806,-0.0893,0.2373,1.0000,-3.0514, 0.0000, 0.2823
 14.000, 1.5095, 0.05268, 0.04519,-0.0840,0.2119,1.0000,-3.2620, 0.0000, 0.2754
 15.000, 1.5256, 0.06147, 0.05410,-0.0794,0.1892,1.0000,-3.4572, 0.0000, 0.2695


