xflr5 v6.49

 Calculated polar for: NACA 4816

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1037, 0.02633, 0.01775,-0.1218,0.9148,0.4214,-0.8918, 0.0000, 1.4404
  0.000, 0.3422, 0.02465, 0.01666,-0.1240,0.8427,0.5652,-0.6500, 0.0000, 0.6106
  1.000, 0.4585, 0.02369, 0.01596,-0.1232,0.7979,0.6318,-0.7547, 0.0000, 0.5148
  2.000, 0.6004, 0.02182, 0.01421,-0.1258,0.7584,0.6931,-0.8989, 0.0000, 0.4542
  3.000, 0.7530, 0.02024, 0.01253,-0.1305,0.6964,0.7418,-1.0890, 0.0000, 0.4169
  4.000, 0.8918, 0.02016, 0.01217,-0.1340,0.6163,0.7861,-1.3237, 0.0000, 0.3928
  5.000, 0.9952, 0.02110, 0.01285,-0.1317,0.5349,0.8250,-1.5797, 0.0000, 0.3737
  6.000, 1.0758, 0.02233, 0.01388,-0.1253,0.4583,0.8615,-1.8525, 0.0000, 0.3566
  7.000, 1.1456, 0.02388, 0.01533,-0.1176,0.3830,0.8996,-2.1487, 0.0000, 0.3414
  8.000, 1.1987, 0.02558, 0.01696,-0.1073,0.3135,0.9646,-2.4522, 0.0000, 0.3269
  9.000, 1.2646, 0.02889, 0.02007,-0.1016,0.2454,1.0000,-2.8098, 0.0000, 0.3163
 10.000, 1.3208, 0.03306, 0.02416,-0.0950,0.1890,1.0000,-3.1670, 0.0000, 0.3064
 11.000, 1.3646, 0.03812, 0.02925,-0.0876,0.1478,1.0000,-3.5323, 0.0000, 0.2970
 12.000, 1.3920, 0.04460, 0.03581,-0.0797,0.1205,1.0000,-3.8590, 0.0000, 0.2883
 13.000, 1.4120, 0.05240, 0.04387,-0.0731,0.1014,1.0000,-4.1772, 0.0000, 0.2809
 14.000, 1.4266, 0.06164, 0.05352,-0.0686,0.0875,1.0000,-4.4890, 0.0000, 0.2753
 15.000, 1.4331, 0.07263, 0.06495,-0.0660,0.0775,1.0000,-4.7590, 0.0000, 0.2712


