xflr5 v6.49

 Calculated polar for: Aerofoil1890

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3611, 0.01639, 0.00801,-0.1357,0.8252,0.0679,-1.6223, 0.0000, 0.6284
 -1.000, 0.4655, 0.01531, 0.00689,-0.1340,0.8026,0.1086,-1.0330, 0.0000, 0.5385
  0.000, 0.5797, 0.01440, 0.00609,-0.1340,0.7808,0.1894,-0.7114, 0.0000, 0.4804
  1.000, 0.6941, 0.01347, 0.00568,-0.1341,0.7580,0.4100,-0.7872, 0.0000, 0.4414
  3.000, 0.9116, 0.01292, 0.00573,-0.1316,0.6934,1.0000,-1.0966, 0.0000, 0.3904
  4.000, 1.0094, 0.01332, 0.00592,-0.1281,0.6375,1.0000,-1.2886, 0.0000, 0.3718
  5.000, 1.1050, 0.01402, 0.00650,-0.1246,0.5837,1.0000,-1.5065, 0.0000, 0.3564
  7.000, 1.2445, 0.01674, 0.00891,-0.1087,0.4098,1.0000,-2.3299, 0.0000, 0.3284
  9.000, 1.2923, 0.02346, 0.01478,-0.0816,0.2081,1.0000,-3.3417, 0.0000, 0.3015
 10.000, 1.3273, 0.02753, 0.01878,-0.0726,0.1495,1.0000,-3.9356, 0.0000, 0.2915
 11.000, 1.3571, 0.03263, 0.02372,-0.0647,0.0819,1.0000,-4.4927, 0.0000, 0.2829
 12.000, 1.3635, 0.04085, 0.03166,-0.0569,0.0245,1.0000,-4.8846, 0.0000, 0.2752
 13.000, 1.3738, 0.04976, 0.04109,-0.0518,0.0194,1.0000,-5.3016, 0.0000, 0.2694
 14.000, 1.3727, 0.06123, 0.05322,-0.0493,0.0176,1.0000,-5.6458, 0.0000, 0.2657
 15.000, 1.3587, 0.07624, 0.06881,-0.0503,0.0166,1.0000,-5.9358, 0.0000, 0.2647


