xflr5 v6.49

 Calculated polar for: NACA 3321

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0827, 0.01547, 0.00672,-0.0576,0.6077,0.4232,-0.9948, 0.0000, 0.9707
 -1.000, 0.1751, 0.01520, 0.00665,-0.0532,0.5640,0.5660,-0.9473, 0.0000, 0.5569
  0.000, 0.2708, 0.01531, 0.00685,-0.0493,0.5225,0.6612,-1.0434, 0.0000, 0.4284
  1.000, 0.3678, 0.01568, 0.00725,-0.0456,0.4871,0.7489,-1.1442, 0.0000, 0.3667
  2.000, 0.4688, 0.01636, 0.00795,-0.0424,0.4587,0.8364,-1.2539, 0.0000, 0.3310
  3.000, 0.5796, 0.01730, 0.00878,-0.0416,0.4349,0.9018,-1.3774, 0.0000, 0.3109
  4.000, 0.7077, 0.01843, 0.00971,-0.0452,0.4144,0.9459,-1.5209, 0.0000, 0.3018
  5.000, 0.8533, 0.01970, 0.01075,-0.0532,0.3958,0.9762,-1.6900, 0.0000, 0.2990
  6.000, 0.9957, 0.02091, 0.01200,-0.0612,0.3784,1.0000,-1.8714, 0.0000, 0.2970
  7.000, 1.0442, 0.02188, 0.01285,-0.0506,0.3650,1.0000,-1.9863, 0.0000, 0.2824
  8.000, 1.0835, 0.02298, 0.01406,-0.0384,0.3518,1.0000,-2.1008, 0.0000, 0.2677
  9.000, 1.1443, 0.02452, 0.01556,-0.0308,0.3382,1.0000,-2.2499, 0.0000, 0.2575
 10.000, 1.1949, 0.02652, 0.01776,-0.0228,0.3231,1.0000,-2.4029, 0.0000, 0.2479
 11.000, 1.2488, 0.02910, 0.02048,-0.0166,0.3084,1.0000,-2.5787, 0.0000, 0.2403
 12.000, 1.2950, 0.03220, 0.02372,-0.0107,0.2923,1.0000,-2.7663, 0.0000, 0.2333
 13.000, 1.3175, 0.03735, 0.02924,-0.0047,0.2752,1.0000,-2.9327, 0.0000, 0.2264
 14.000, 1.3354, 0.04373, 0.03588,-0.0004,0.2578,1.0000,-3.1038, 0.0000, 0.2208
 15.000, 1.3421, 0.05210, 0.04443, 0.0022,0.2393,1.0000,-3.2557, 0.0000, 0.2163


