xflr5 v6.49

 Calculated polar for: Aerofoil5027

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4733, 0.00993, 0.00294,-0.1563,0.6488,0.0478,-1.7165, 0.0000, 0.5820
 -1.000, 0.5800, 0.00962, 0.00250,-0.1545,0.6238,0.0605,-1.2343, 0.0000, 0.5164
  0.000, 0.6876, 0.00946, 0.00236,-0.1529,0.6052,0.0808,-0.8486, 0.0000, 0.4711
  1.000, 0.7924, 0.00951, 0.00238,-0.1507,0.5811,0.1061,-0.9218, 0.0000, 0.4377
  2.000, 0.8986, 0.00953, 0.00253,-0.1490,0.5629,0.1391,-1.0263, 0.0000, 0.4121
  3.000, 0.9977, 0.00979, 0.00278,-0.1457,0.5222,0.1882,-1.1991, 0.0000, 0.3913
  4.000, 1.0968, 0.01008, 0.00323,-0.1427,0.4904,0.2675,-1.4010, 0.0000, 0.3742
  6.000, 1.2682, 0.01098, 0.00482,-0.1321,0.3526,1.0000,-1.8631, 0.0000, 0.3456
  7.000, 1.3202, 0.01297, 0.00627,-0.1206,0.2484,1.0000,-2.0818, 0.0000, 0.3316
  8.000, 1.3697, 0.01503, 0.00801,-0.1094,0.1826,1.0000,-2.5148, 0.0000, 0.3187
  9.000, 1.4168, 0.01724, 0.01006,-0.0986,0.1371,1.0000,-3.0016, 0.0000, 0.3070
 10.000, 1.4604, 0.01980, 0.01257,-0.0885,0.1092,1.0000,-3.5287, 0.0000, 0.2964
 11.000, 1.4983, 0.02304, 0.01586,-0.0790,0.0870,1.0000,-4.0693, 0.0000, 0.2869
 12.000, 1.5243, 0.02767, 0.02049,-0.0702,0.0632,1.0000,-4.5794, 0.0000, 0.2785
 13.000, 1.5391, 0.03408, 0.02688,-0.0627,0.0357,1.0000,-5.0471, 0.0000, 0.2713
 14.000, 1.5434, 0.04255, 0.03543,-0.0570,0.0182,1.0000,-5.4643, 0.0000, 0.2655
 15.000, 1.5553, 0.05148, 0.04465,-0.0538,0.0148,1.0000,-5.9164, 0.0000, 0.2611


