xflr5 v6.49

 Calculated polar for: NACA 3613

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1728, 0.01231, 0.00506,-0.1052,0.8767,0.3922,-0.7223, 0.0000, 0.8647
 -1.000, 0.2854, 0.01170, 0.00478,-0.1048,0.8531,0.4918,-0.5434, 0.0000, 0.6183
  0.000, 0.4010, 0.01120, 0.00454,-0.1047,0.8256,0.5891,-0.6328, 0.0000, 0.5100
  1.000, 0.5090, 0.01089, 0.00450,-0.1029,0.7861,0.6758,-0.7366, 0.0000, 0.4498
  2.000, 0.6167, 0.01052, 0.00441,-0.1006,0.7318,0.7827,-0.8724, 0.0000, 0.4096
  3.000, 0.7310, 0.01051, 0.00435,-0.0996,0.6428,1.0000,-1.0823, 0.0000, 0.3817
  4.000, 0.8256, 0.01164, 0.00488,-0.0959,0.5360,1.0000,-1.3545, 0.0000, 0.3605
  5.000, 0.9126, 0.01309, 0.00583,-0.0911,0.4292,1.0000,-1.6902, 0.0000, 0.3431
  6.000, 0.9920, 0.01492, 0.00718,-0.0853,0.3196,1.0000,-2.0682, 0.0000, 0.3282
  7.000, 1.0643, 0.01716, 0.00892,-0.0788,0.2155,1.0000,-2.5070, 0.0000, 0.3151
  8.000, 1.1289, 0.01977, 0.01118,-0.0714,0.1367,1.0000,-2.9561, 0.0000, 0.3030
  9.000, 1.1917, 0.02269, 0.01393,-0.0645,0.0893,1.0000,-3.4451, 0.0000, 0.2925
 10.000, 1.2494, 0.02597, 0.01734,-0.0574,0.0657,1.0000,-3.9890, 0.0000, 0.2830
 11.000, 1.2979, 0.03001, 0.02153,-0.0503,0.0510,1.0000,-4.5242, 0.0000, 0.2742
 12.000, 1.3347, 0.03521, 0.02703,-0.0432,0.0430,1.0000,-5.0211, 0.0000, 0.2662
 13.000, 1.3565, 0.04216, 0.03428,-0.0368,0.0369,1.0000,-5.4667, 0.0000, 0.2592
 14.000, 1.3774, 0.04991, 0.04251,-0.0325,0.0323,1.0000,-5.9067, 0.0000, 0.2537
 15.000, 1.3820, 0.06039, 0.05340,-0.0303,0.0290,1.0000,-6.2758, 0.0000, 0.2500


