xflr5 v6.49

 Calculated polar for: NACA 1619

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1232, 0.01796, 0.00931,-0.0313,0.8053,0.5160,-0.9209, 0.0000,-0.0226
 -1.000,-0.0027, 0.01717, 0.00861,-0.0313,0.7645,0.5779,-0.7532, 0.0000,-11.6710
  0.000, 0.1053, 0.01679, 0.00832,-0.0291,0.7122,0.6392,-0.6985, 0.0000, 0.5246
  1.000, 0.2138, 0.01665, 0.00822,-0.0269,0.6567,0.7020,-0.8161, 0.0000, 0.3690
  2.000, 0.3205, 0.01684, 0.00840,-0.0243,0.6000,0.7669,-0.9512, 0.0000, 0.3172
  3.000, 0.4269, 0.01738, 0.00890,-0.0218,0.5436,0.8333,-1.1087, 0.0000, 0.2912
  4.000, 0.5397, 0.01824, 0.00967,-0.0209,0.4877,0.8971,-1.3006, 0.0000, 0.2780
  5.000, 0.6698, 0.01940, 0.01065,-0.0244,0.4301,0.9491,-1.5455, 0.0000, 0.2750
  6.000, 0.8166, 0.02080, 0.01183,-0.0325,0.3708,0.9884,-1.8540, 0.0000, 0.2777
  7.000, 0.8930, 0.02201, 0.01291,-0.0278,0.3228,1.0000,-2.1061, 0.0000, 0.2677
  8.000, 0.9296, 0.02343, 0.01418,-0.0151,0.2840,1.0000,-2.3228, 0.0000, 0.2514
  9.000, 0.9639, 0.02533, 0.01595,-0.0027,0.2481,1.0000,-2.5530, 0.0000, 0.2365
 10.000, 1.0069, 0.02801, 0.01863, 0.0064,0.2149,1.0000,-2.8105, 0.0000, 0.2257
 11.000, 1.0469, 0.03163, 0.02227, 0.0138,0.1858,1.0000,-3.0733, 0.0000, 0.2172
 12.000, 1.0799, 0.03642, 0.02704, 0.0199,0.1625,1.0000,-3.3372, 0.0000, 0.2101
 13.000, 1.1075, 0.04243, 0.03327, 0.0243,0.1428,1.0000,-3.5870, 0.0000, 0.2047
 14.000, 1.1253, 0.05004, 0.04111, 0.0270,0.1270,1.0000,-3.8214, 0.0000, 0.2005
 15.000, 1.1348, 0.05934, 0.05063, 0.0279,0.1143,1.0000,-4.0250, 0.0000, 0.1977


