xflr5 v6.49

 Calculated polar for: Aerofoil1763

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3032, 0.02139, 0.01206,-0.0972,0.6269,0.0623,-1.8786, 0.0000, 0.5738
 -1.000, 0.4153, 0.01984, 0.01002,-0.0969,0.6145,0.0954,-1.2932, 0.0000, 0.4840
  0.000, 0.5258, 0.01922, 0.00953,-0.0970,0.5970,0.1618,-0.8786, 0.0000, 0.4335
  1.000, 0.6354, 0.01886, 0.00937,-0.0963,0.5841,0.3176,-0.9692, 0.0000, 0.3993
  2.000, 0.7399, 0.01844, 0.01006,-0.0951,0.5679,1.0000,-1.0710, 0.0000, 0.3750
  3.000, 0.8478, 0.01926, 0.01052,-0.0942,0.5511,1.0000,-1.2170, 0.0000, 0.3564
  4.000, 0.9519, 0.02050, 0.01167,-0.0933,0.5331,1.0000,-1.3804, 0.0000, 0.3421
  5.000, 1.0581, 0.02086, 0.01194,-0.0918,0.5110,1.0000,-1.5710, 0.0000, 0.3295
  6.000, 1.1558, 0.02185, 0.01316,-0.0900,0.4828,1.0000,-1.7726, 0.0000, 0.3193
  7.000, 1.2513, 0.02268, 0.01424,-0.0877,0.4519,1.0000,-1.9924, 0.0000, 0.3100
  8.000, 1.3382, 0.02371, 0.01556,-0.0845,0.4125,1.0000,-2.2173, 0.0000, 0.3015
  9.000, 1.4099, 0.02517, 0.01709,-0.0793,0.3625,1.0000,-2.4908, 0.0000, 0.2929
 10.000, 1.4198, 0.02940, 0.02147,-0.0688,0.3108,1.0000,-2.8930, 0.0000, 0.2835
 11.000, 1.4276, 0.03557, 0.02756,-0.0619,0.2653,1.0000,-3.2927, 0.0000, 0.2766
 12.000, 1.4335, 0.04361, 0.03578,-0.0579,0.2252,1.0000,-3.6847, 0.0000, 0.2717
 13.000, 1.4335, 0.05350, 0.04582,-0.0562,0.1880,1.0000,-4.0523, 0.0000, 0.2686
 14.000, 1.4346, 0.06494, 0.05753,-0.0567,0.1578,1.0000,-4.4144, 0.0000, 0.2669
 15.000, 1.4307, 0.07888, 0.07178,-0.0597,0.1301,1.0000,-4.7270, 0.0000, 0.2669


