xflr5 v6.49

 Calculated polar for: NACA 2524

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0098, 0.01712, 0.00820,-0.0553,0.6728,0.4194,-1.0324, 0.0000, 6.2339
 -1.000, 0.1077, 0.01685, 0.00797,-0.0523,0.6380,0.4618,-0.8860, 0.0000, 0.7471
  0.000, 0.2059, 0.01676, 0.00786,-0.0494,0.6037,0.5088,-0.9568, 0.0000, 0.4865
  1.000, 0.3025, 0.01677, 0.00794,-0.0461,0.5704,0.5601,-1.0600, 0.0000, 0.3937
  2.000, 0.3973, 0.01694, 0.00818,-0.0425,0.5380,0.6165,-1.1711, 0.0000, 0.3453
  3.000, 0.4879, 0.01727, 0.00864,-0.0382,0.5064,0.6797,-1.2892, 0.0000, 0.3145
  4.000, 0.5737, 0.01777, 0.00935,-0.0329,0.4755,0.7504,-1.4148, 0.0000, 0.2918
  5.000, 0.6534, 0.01852, 0.01030,-0.0264,0.4456,0.8301,-1.5479, 0.0000, 0.2732
  6.000, 0.7434, 0.01979, 0.01164,-0.0224,0.4156,0.9090,-1.7031, 0.0000, 0.2615
  7.000, 0.8568, 0.02148, 0.01331,-0.0245,0.3843,0.9699,-1.8961, 0.0000, 0.2589
  8.000, 0.9597, 0.02333, 0.01506,-0.0263,0.3543,1.0000,-2.0985, 0.0000, 0.2565
  9.000, 0.9816, 0.02502, 0.01665,-0.0133,0.3304,1.0000,-2.2283, 0.0000, 0.2405
 10.000, 1.0227, 0.02759, 0.01915,-0.0050,0.3061,1.0000,-2.3854, 0.0000, 0.2299
 11.000, 1.0655, 0.03098, 0.02251, 0.0013,0.2827,1.0000,-2.5593, 0.0000, 0.2218
 12.000, 1.1032, 0.03530, 0.02687, 0.0066,0.2599,1.0000,-2.7310, 0.0000, 0.2149
 13.000, 1.1344, 0.04074, 0.03234, 0.0109,0.2386,1.0000,-2.9044, 0.0000, 0.2091
 14.000, 1.1598, 0.04733, 0.03896, 0.0141,0.2188,1.0000,-3.0656, 0.0000, 0.2043
 15.000, 1.1757, 0.05561, 0.04744, 0.0159,0.1998,1.0000,-3.2245, 0.0000, 0.2005


