xflr5 v6.49

 Calculated polar for: Aerofoil5024

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4567, 0.00975, 0.00270,-0.1501,0.6492,0.0471,-1.6259, 0.0000, 0.5805
 -1.000, 0.5631, 0.00946, 0.00232,-0.1484,0.6245,0.0644,-1.1037, 0.0000, 0.5136
  0.000, 0.6703, 0.00932, 0.00221,-0.1469,0.6057,0.0924,-0.8409, 0.0000, 0.4679
  1.000, 0.7748, 0.00938, 0.00224,-0.1449,0.5817,0.1281,-0.9136, 0.0000, 0.4346
  2.000, 0.8809, 0.00939, 0.00244,-0.1433,0.5636,0.1850,-1.0132, 0.0000, 0.4091
  3.000, 0.9796, 0.00958, 0.00274,-0.1403,0.5237,0.2812,-1.1832, 0.0000, 0.3885
  5.000, 1.1746, 0.00957, 0.00382,-0.1342,0.4462,1.0000,-1.6112, 0.0000, 0.3572
  6.000, 1.2493, 0.01084, 0.00468,-0.1268,0.3603,1.0000,-1.8412, 0.0000, 0.3431
  7.000, 1.2998, 0.01280, 0.00612,-0.1152,0.2551,1.0000,-2.0562, 0.0000, 0.3289
  8.000, 1.3490, 0.01484, 0.00788,-0.1041,0.1866,1.0000,-2.4770, 0.0000, 0.3161
  9.000, 1.3942, 0.01711, 0.00997,-0.0933,0.1389,1.0000,-2.9762, 0.0000, 0.3044
 10.000, 1.4364, 0.01973, 0.01255,-0.0831,0.1095,1.0000,-3.5179, 0.0000, 0.2938
 11.000, 1.4732, 0.02303, 0.01590,-0.0738,0.0856,1.0000,-4.0642, 0.0000, 0.2844
 12.000, 1.4985, 0.02772, 0.02060,-0.0652,0.0612,1.0000,-4.5796, 0.0000, 0.2760
 13.000, 1.5049, 0.03482, 0.02762,-0.0574,0.0278,1.0000,-5.0142, 0.0000, 0.2688
 14.000, 1.5124, 0.04307, 0.03603,-0.0522,0.0160,1.0000,-5.4486, 0.0000, 0.2632
 15.000, 1.5262, 0.05182, 0.04510,-0.0492,0.0136,1.0000,-5.9304, 0.0000, 0.2588


