xflr5 v6.49

 Calculated polar for: NACA 5721

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2410, 0.02053, 0.01299,-0.1431,0.7991,0.3231,-0.9772, 0.0000, 0.8528
 -1.000, 0.3375, 0.02031, 0.01288,-0.1404,0.7657,0.3658,-0.8237, 0.0000, 0.6672
  0.000, 0.4535, 0.01948, 0.01218,-0.1408,0.7277,0.4132,-0.9182, 0.0000, 0.5572
  1.000, 0.6183, 0.01703, 0.00965,-0.1490,0.6912,0.4692,-1.0543, 0.0000, 0.4852
  2.000, 0.7571, 0.01649, 0.00892,-0.1534,0.6389,0.5214,-1.1848, 0.0000, 0.4451
  3.000, 0.8613, 0.01724, 0.00951,-0.1520,0.5896,0.5699,-1.3065, 0.0000, 0.4171
  4.000, 0.9493, 0.01844, 0.01068,-0.1477,0.5439,0.6158,-1.4296, 0.0000, 0.3946
  5.000, 1.0318, 0.01989, 0.01205,-0.1428,0.5025,0.6575,-1.5633, 0.0000, 0.3757
  6.000, 1.1094, 0.02152, 0.01369,-0.1372,0.4619,0.6945,-1.7132, 0.0000, 0.3594
  7.000, 1.1812, 0.02350, 0.01556,-0.1311,0.4230,0.7284,-1.8778, 0.0000, 0.3451
  8.000, 1.2511, 0.02562, 0.01773,-0.1252,0.3856,0.7605,-2.0626, 0.0000, 0.3325
  9.000, 1.3135, 0.02822, 0.02037,-0.1186,0.3484,0.7936,-2.2630, 0.0000, 0.3210
 10.000, 1.3669, 0.03136, 0.02356,-0.1111,0.3136,0.8363,-2.4749, 0.0000, 0.3102
 11.000, 1.4099, 0.03463, 0.02705,-0.1027,0.2804,1.0000,-2.6890, 0.0000, 0.2999
 12.000, 1.4536, 0.03964, 0.03200,-0.0965,0.2477,1.0000,-2.9195, 0.0000, 0.2915
 13.000, 1.4872, 0.04577, 0.03814,-0.0903,0.2188,1.0000,-3.1494, 0.0000, 0.2838
 14.000, 1.5157, 0.05281, 0.04527,-0.0850,0.1926,1.0000,-3.3824, 0.0000, 0.2770
 15.000, 1.5326, 0.06162, 0.05420,-0.0805,0.1693,1.0000,-3.5912, 0.0000, 0.2711


