xflr5 v6.49

 Calculated polar for: NACA 2017

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0289, 0.01148, 0.00415,-0.0156,0.7056,0.5694,-0.6708, 0.0000,-0.3438
 -1.000, 0.0753, 0.01135, 0.00410,-0.0131,0.6435,0.6412,-0.6349, 0.0000, 0.4326
  0.000, 0.1793, 0.01145, 0.00422,-0.0106,0.5807,0.7153,-0.7593, 0.0000, 0.3072
  1.000, 0.2830, 0.01175, 0.00458,-0.0080,0.5182,0.7887,-0.9094, 0.0000, 0.2732
  2.000, 0.3880, 0.01235, 0.00511,-0.0058,0.4557,0.8555,-1.0935, 0.0000, 0.2579
  3.000, 0.4993, 0.01326, 0.00587,-0.0052,0.3925,0.9085,-1.3231, 0.0000, 0.2520
  4.000, 0.6190, 0.01434, 0.00676,-0.0071,0.3281,0.9486,-1.6097, 0.0000, 0.2517
  5.000, 0.7491, 0.01575, 0.00791,-0.0120,0.2633,0.9764,-1.9638, 0.0000, 0.2551
  6.000, 0.8842, 0.01733, 0.00928,-0.0188,0.2031,0.9971,-2.3893, 0.0000, 0.2591
  7.000, 0.9463, 0.01877, 0.01062,-0.0111,0.1652,1.0000,-2.7100, 0.0000, 0.2480
  8.000, 0.9871, 0.02049, 0.01220, 0.0005,0.1363,1.0000,-3.0326, 0.0000, 0.2341
  9.000, 1.0282, 0.02256, 0.01432, 0.0111,0.1143,1.0000,-3.3638, 0.0000, 0.2220
 10.000, 1.0755, 0.02553, 0.01736, 0.0183,0.0963,1.0000,-3.7142, 0.0000, 0.2140
 11.000, 1.1163, 0.02971, 0.02166, 0.0238,0.0834,1.0000,-4.0755, 0.0000, 0.2076
 12.000, 1.1477, 0.03543, 0.02757, 0.0275,0.0722,1.0000,-4.4340, 0.0000, 0.2029
 13.000, 1.1746, 0.04247, 0.03495, 0.0291,0.0648,1.0000,-4.7725, 0.0000, 0.1997
 14.000, 1.1784, 0.05270, 0.04541, 0.0287,0.0588,1.0000,-5.0216, 0.0000, 0.1977
 15.000, 1.1820, 0.06417, 0.05733, 0.0264,0.0547,1.0000,-5.2492, 0.0000, 0.1972


