xflr5 v6.49

 Calculated polar for: Aerofoil1397

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2762, 0.01563, 0.00695,-0.1248,0.7880,0.0581,-1.8914, 0.0000, 0.7042
 -1.000, 0.4242, 0.01415, 0.00512,-0.1326,0.7544,0.0991,-1.1394, 0.0000, 0.5629
  0.000, 0.5530, 0.01365, 0.00455,-0.1366,0.7231,0.1778,-0.7518, 0.0000, 0.4960
  1.000, 0.6547, 0.01345, 0.00471,-0.1348,0.6960,0.3463,-0.8139, 0.0000, 0.4539
  3.000, 0.9246, 0.01395, 0.00592,-0.1457,0.6488,1.0000,-0.9944, 0.0000, 0.4035
  4.000, 1.0092, 0.01467, 0.00670,-0.1402,0.6256,1.0000,-1.1381, 0.0000, 0.3837
  5.000, 1.0920, 0.01549, 0.00768,-0.1343,0.6009,1.0000,-1.3177, 0.0000, 0.3667
  6.000, 1.1545, 0.01607, 0.00837,-0.1238,0.5589,1.0000,-1.8511, 0.0000, 0.3498
  7.000, 1.2155, 0.01688, 0.00943,-0.1134,0.5185,1.0000,-2.5073, 0.0000, 0.3346
  8.000, 1.2313, 0.01821, 0.01050,-0.0944,0.4023,1.0000,-3.0207, 0.0000, 0.3166
  9.000, 1.2017, 0.02284, 0.01408,-0.0711,0.2147,1.0000,-3.3352, 0.0000, 0.2978
 10.000, 1.1809, 0.02926, 0.01977,-0.0543,0.0774,1.0000,-3.6178, 0.0000, 0.2832
 11.000, 1.1676, 0.03716, 0.02740,-0.0426,0.0205,1.0000,-3.8986, 0.0000, 0.2722
 12.000, 1.1803, 0.04426, 0.03505,-0.0356,0.0175,1.0000,-4.3378, 0.0000, 0.2642
 13.000, 1.1765, 0.05364, 0.04493,-0.0302,0.0161,1.0000,-4.6946, 0.0000, 0.2580
 14.000, 1.1720, 0.06382, 0.05557,-0.0263,0.0153,1.0000,-5.0220, 0.0000, 0.2530
 15.000, 1.1785, 0.07320, 0.06536,-0.0232,0.0141,1.0000,-5.4118, 0.0000, 0.2484


