xflr5 v6.49

 Calculated polar for: NACA 0513

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.2350, 0.01192, 0.00487,-0.0017,0.9192,0.5987,-0.7952, 0.0000, 0.2374
 -1.000,-0.1148, 0.01130, 0.00459,-0.0017,0.8643,0.7013,-0.5927, 0.0000, 0.2295
  0.000,-0.0000, 0.01106, 0.00448, 0.0000,0.7921,0.7921,-0.4489, 0.0000, 0.4931
  1.000, 0.1148, 0.01130, 0.00459, 0.0018,0.7013,0.8644,-0.5926, 0.0000, 0.2295
  2.000, 0.2350, 0.01192, 0.00487, 0.0017,0.5987,0.9192,-0.7952, 0.0000, 0.2374
  3.000, 0.3671, 0.01278, 0.00529,-0.0018,0.4847,0.9573,-1.0898, 0.0000, 0.2494
  4.000, 0.5083, 0.01383, 0.00590,-0.0084,0.3604,0.9851,-1.4849, 0.0000, 0.2605
  5.000, 0.6290, 0.01514, 0.00672,-0.0117,0.2441,1.0000,-1.9410, 0.0000, 0.2619
  6.000, 0.7070, 0.01665, 0.00795,-0.0063,0.1638,1.0000,-2.3679, 0.0000, 0.2513
  7.000, 0.7823, 0.01854, 0.00964,-0.0003,0.1112,1.0000,-2.8442, 0.0000, 0.2419
  8.000, 0.8548, 0.02079, 0.01190, 0.0060,0.0813,1.0000,-3.3299, 0.0000, 0.2335
  9.000, 0.9249, 0.02350, 0.01473, 0.0122,0.0636,1.0000,-3.8652, 0.0000, 0.2262
 10.000, 0.9898, 0.02678, 0.01826, 0.0183,0.0517,1.0000,-4.4478, 0.0000, 0.2197
 11.000, 1.0410, 0.03091, 0.02269, 0.0253,0.0442,1.0000,-4.9920, 0.0000, 0.2125
 12.000, 1.0756, 0.03594, 0.02817, 0.0325,0.0392,1.0000,-5.4723, 0.0000, 0.2050
 13.000, 1.0907, 0.04381, 0.03645, 0.0372,0.0358,1.0000,-5.8379, 0.0000, 0.1995
 14.000, 1.0814, 0.05552, 0.04899, 0.0365,0.0330,1.0000,-6.0357, 0.0000, 0.1979
 15.000, 1.0374, 0.07483, 0.06905, 0.0273,0.0310,1.0000,-5.9728, 0.0000, 0.2031


