xflr5 v6.49

 Calculated polar for: NACA 2014

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0289, 0.01024, 0.00357,-0.0166,0.7851,0.6265,-0.5744, 0.0000,-0.3608
 -1.000, 0.0766, 0.01004, 0.00349,-0.0138,0.7137,0.7212,-0.5289, 0.0000, 0.4355
  0.000, 0.1821, 0.01018, 0.00365,-0.0110,0.6358,0.8118,-0.6601, 0.0000, 0.3088
  1.000, 0.2929, 0.01071, 0.00404,-0.0094,0.5533,0.8861,-0.8375, 0.0000, 0.2784
  2.000, 0.4141, 0.01153, 0.00455,-0.0107,0.4630,0.9383,-1.0864, 0.0000, 0.2708
  3.000, 0.5465, 0.01260, 0.00523,-0.0154,0.3648,0.9725,-1.4252, 0.0000, 0.2718
  4.000, 0.6861, 0.01391, 0.00612,-0.0225,0.2623,0.9962,-1.8573, 0.0000, 0.2753
  5.000, 0.7739, 0.01527, 0.00719,-0.0192,0.1859,1.0000,-2.2649, 0.0000, 0.2661
  6.000, 0.8467, 0.01688, 0.00855,-0.0129,0.1323,1.0000,-2.6771, 0.0000, 0.2552
  7.000, 0.9190, 0.01873, 0.01034,-0.0067,0.0973,1.0000,-3.1555, 0.0000, 0.2458
  8.000, 0.9897, 0.02096, 0.01253,-0.0009,0.0733,1.0000,-3.6538, 0.0000, 0.2379
  9.000, 1.0535, 0.02361, 0.01534, 0.0054,0.0599,1.0000,-4.1461, 0.0000, 0.2303
 10.000, 1.1038, 0.02671, 0.01867, 0.0128,0.0503,1.0000,-4.6498, 0.0000, 0.2221
 11.000, 1.1421, 0.03123, 0.02348, 0.0191,0.0437,1.0000,-5.1535, 0.0000, 0.2152
 12.000, 1.1727, 0.03719, 0.02982, 0.0230,0.0389,1.0000,-5.6259, 0.0000, 0.2103
 13.000, 1.1794, 0.04656, 0.03949, 0.0244,0.0355,1.0000,-5.9712, 0.0000, 0.2070
 14.000, 1.1815, 0.05794, 0.05146, 0.0226,0.0333,1.0000,-6.2643, 0.0000, 0.2062
 15.000, 1.1626, 0.07356, 0.06767, 0.0170,0.0310,1.0000,-6.4132, 0.0000, 0.2084


