xflr5 v6.49

 Calculated polar for: NACA 0713

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.2182, 0.01040, 0.00380,-0.0042,0.8953,0.5569,-0.7791, 0.0000, 0.2249
 -1.000,-0.1063, 0.00981, 0.00344,-0.0029,0.8312,0.6565,-0.5864, 0.0000, 0.2176
  0.000, 0.0000, 0.00958, 0.00333,-0.0000,0.7493,0.7493,-0.4494, 0.0000, 5.4029
  1.000, 0.1063, 0.00981, 0.00344, 0.0029,0.6565,0.8312,-0.5864, 0.0000, 0.2176
  2.000, 0.2182, 0.01040, 0.00380, 0.0042,0.5569,0.8953,-0.7791, 0.0000, 0.2249
  3.000, 0.3388, 0.01128, 0.00427, 0.0031,0.4495,0.9404,-1.0538, 0.0000, 0.2350
  4.000, 0.4716, 0.01237, 0.00496,-0.0015,0.3335,0.9700,-1.4268, 0.0000, 0.2469
  5.000, 0.6081, 0.01378, 0.00586,-0.0077,0.2192,0.9926,-1.9068, 0.0000, 0.2559
  6.000, 0.7144, 0.01526, 0.00704,-0.0081,0.1393,1.0000,-2.4018, 0.0000, 0.2538
  7.000, 0.7918, 0.01684, 0.00849,-0.0023,0.0966,1.0000,-2.8909, 0.0000, 0.2444
  8.000, 0.8664, 0.01877, 0.01040, 0.0038,0.0704,1.0000,-3.3949, 0.0000, 0.2361
  9.000, 0.9394, 0.02106, 0.01280, 0.0099,0.0556,1.0000,-3.9625, 0.0000, 0.2289
 10.000, 1.0082, 0.02383, 0.01577, 0.0158,0.0449,1.0000,-4.5832, 0.0000, 0.2225
 11.000, 1.0669, 0.02715, 0.01935, 0.0223,0.0383,1.0000,-5.1863, 0.0000, 0.2159
 12.000, 1.1020, 0.03184, 0.02444, 0.0304,0.0344,1.0000,-5.6869, 0.0000, 0.2078
 13.000, 1.1312, 0.03766, 0.03072, 0.0350,0.0304,1.0000,-6.1753, 0.0000, 0.2026
 14.000, 1.1361, 0.04720, 0.04064, 0.0356,0.0275,1.0000,-6.5296, 0.0000, 0.2003
 15.000, 1.1184, 0.06180, 0.05587, 0.0312,0.0262,1.0000,-6.6717, 0.0000, 0.2016


