xflr5 v6.49

 Calculated polar for: Aerofoil1121

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3940, 0.01933, 0.00943,-0.1401,0.6975,0.0858,-1.4406, 0.0000, 0.6083
 -1.000, 0.4985, 0.01834, 0.00820,-0.1392,0.6803,0.1383,-0.9024, 0.0000, 0.5301
  0.000, 0.6008, 0.01800, 0.00794,-0.1381,0.6639,0.2395,-0.9209, 0.0000, 0.4793
  1.000, 0.7144, 0.01674, 0.00794,-0.1388,0.6515,1.0000,-0.9942, 0.0000, 0.4425
  2.000, 0.8069, 0.01799, 0.00895,-0.1362,0.6352,1.0000,-1.0531, 0.0000, 0.4160
  3.000, 0.9095, 0.01895, 0.00973,-0.1351,0.6221,1.0000,-1.1266, 0.0000, 0.3945
  4.000, 1.0009, 0.02070, 0.01165,-0.1326,0.6101,1.0000,-1.1907, 0.0000, 0.3774
  5.000, 1.0814, 0.02260, 0.01396,-0.1284,0.5939,1.0000,-1.5313, 0.0000, 0.3625
  6.000, 1.1711, 0.01965, 0.01079,-0.1206,0.4999,1.0000,-2.2325, 0.0000, 0.3452
  7.000, 1.1201, 0.02442, 0.01401,-0.0952,0.2373,1.0000,-2.3802, 0.0000, 0.3259
  8.000, 1.0549, 0.03534, 0.02380,-0.0790,0.0239,1.0000,-2.4486, 0.0000, 0.3142
  9.000, 1.0767, 0.04224, 0.03120,-0.0729,0.0190,1.0000,-2.7904, 0.0000, 0.3056
 10.000, 1.0969, 0.05012, 0.03962,-0.0682,0.0165,1.0000,-3.1980, 0.0000, 0.2985
 11.000, 1.1099, 0.05968, 0.04968,-0.0645,0.0159,1.0000,-3.5702, 0.0000, 0.2930
 12.000, 1.1538, 0.06660, 0.05682,-0.0610,0.0156,1.0000,-4.0624, 0.0000, 0.2860
 13.000, 1.2537, 0.07043, 0.06108,-0.0573,0.0149,1.0000,-4.7557, 0.0000, 0.2773
 14.000, 1.3405, 0.07972, 0.07125,-0.0552,0.0153,1.0000,-5.2990, 0.0000, 0.2711
 15.000, 1.3639, 0.09469, 0.08722,-0.0546,0.0160,1.0000,-5.6144, 0.0000, 0.2682


