xflr5 v6.49

 Calculated polar for: Aerofoil1843

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3437, 0.02071, 0.01253,-0.1348,0.7333,0.0611,-1.6632, 0.0000, 0.6443
 -1.000, 0.4527, 0.01800, 0.00922,-0.1342,0.7082,0.0717,-1.3361, 0.0000, 0.5464
  0.000, 0.5624, 0.01685, 0.00782,-0.1333,0.6843,0.0850,-0.9983, 0.0000, 0.4854
  1.000, 0.6675, 0.01630, 0.00732,-0.1315,0.6606,0.1028,-0.8759, 0.0000, 0.4443
  2.000, 0.7723, 0.01610, 0.00723,-0.1298,0.6381,0.1269,-0.9800, 0.0000, 0.4142
  3.000, 0.8823, 0.01612, 0.00728,-0.1290,0.6158,0.1578,-1.1557, 0.0000, 0.3913
  4.000, 0.9845, 0.01616, 0.00732,-0.1266,0.5811,0.2072,-1.3539, 0.0000, 0.3725
  5.000, 1.0749, 0.01562, 0.00804,-0.1217,0.5437,0.7758,-1.5691, 0.0000, 0.3560
  6.000, 1.1430, 0.01591, 0.00865,-0.1116,0.5047,0.8905,-1.7823, 0.0000, 0.3393
  7.000, 1.2190, 0.01663, 0.00941,-0.1046,0.4458,1.0000,-2.0227, 0.0000, 0.3261
  8.000, 1.2669, 0.01842, 0.01076,-0.0933,0.3503,1.0000,-2.4164, 0.0000, 0.3126
  9.000, 1.2872, 0.02186, 0.01365,-0.0795,0.2568,1.0000,-2.7754, 0.0000, 0.2994
 10.000, 1.3097, 0.02617, 0.01775,-0.0687,0.2009,1.0000,-3.1483, 0.0000, 0.2886
 11.000, 1.3396, 0.03103, 0.02263,-0.0609,0.1680,1.0000,-3.5524, 0.0000, 0.2800
 12.000, 1.3671, 0.03686, 0.02854,-0.0548,0.1408,1.0000,-3.9589, 0.0000, 0.2730
 13.000, 1.3919, 0.04370, 0.03550,-0.0505,0.1165,1.0000,-4.3649, 0.0000, 0.2673
 14.000, 1.4142, 0.05165, 0.04362,-0.0479,0.0965,1.0000,-4.7648, 0.0000, 0.2630
 15.000, 1.4329, 0.06092, 0.05316,-0.0467,0.0794,1.0000,-5.1488, 0.0000, 0.2597


